date,Romer & Romer (2004),Miranda-Agrippino (2014) quarterly
1996-10-01,0.018476295071605402,0.108183013010944
1997-01-01,0.0,0.164711568259665
1997-04-01,0.0,0.0126159738853022
1997-07-01,0.0,-0.00752427904873013
1997-10-01,0.0,-0.0642334847551577
1998-01-01,0.0,-0.039982408054865
1998-04-01,0.0,0.0480172969859231
1998-07-01,0.0,-0.344353715330682
1998-10-01,0.0,-0.276982447295785
1999-01-01,0.0,-0.228466602651382
1999-04-01,0.0,0.15417848949321
1999-07-01,0.0,0.0523812423648257
1999-10-01,0.0,0.0472631811156095
2000-01-01,0.0,0.0814001353567282
2000-04-01,0.0,0.430925975607765
2000-07-01,0.0,-0.0147559396491943
2000-10-01,0.0,-0.173996621378463
2001-01-01,0.0,-0.781207418365455
2001-04-01,0.0,-0.515300545657838
2001-07-01,0.0,-0.587527667561127
2001-10-01,0.0,-0.402136783576329
2002-01-01,0.0,-0.487589687694044
2002-04-01,0.0,0.210480153545685
2002-07-01,0.0,0.109350865460206
2002-10-01,0.0,-0.263327834705188
2003-01-01,0.0,0.0643285765794938
2003-04-01,0.0,-0.231977345723214
2003-07-01,0.0,-0.237954521161347
2003-10-01,0.0,-0.406419011685337
2004-01-01,0.0,-0.00573793588978214
2004-04-01,0.0,0.0616473997898379
2004-07-01,0.0,0.438643842056195
2004-10-01,0.0,0.459817480434111
2005-01-01,0.0,0.212179781263834
2005-04-01,0.0,0.552402750849348
2005-07-01,0.0,0.368843404365948
2005-10-01,0.0,0.332796931334163
2006-01-01,0.0,0.235164769823892
2006-04-01,0.0,0.655868721358132
2006-07-01,0.0,0.169857702402423
2006-10-01,0.0,0.0298192769885475
2007-01-01,0.0,0.150654021430204
2007-04-01,0.0,-0.0759845734372495
2007-07-01,0.0,-0.534097817515792
2007-10-01,0.0,-0.374165101963464
