,AR_gdp,AR_policy_rate,AR_fx,BR_gdp,BR_cpi,BR_policy_rate,BR_3m_treasury_rate,BR_fx,CA_gdp,CA_cpi,CA_policy_rate,CA_3m_treasury_rate,CA_fx,DK_gdp,DK_cpi,DK_policy_rate,DK_3m_treasury_rate,DK_fx,FR_gdp,FR_cpi,FR_policy_rate,FR_3m_treasury_rate,FR_fx,DE_gdp,DE_cpi,DE_policy_rate,DE_3m_treasury_rate,DE_fx,IT_gdp,IT_cpi,IT_policy_rate,IT_3m_treasury_rate,IT_fx,MX_gdp,MX_cpi,MX_policy_rate,MX_3m_treasury_rate,MX_fx,NO_gdp,NO_cpi,NO_policy_rate,NO_3m_treasury_rate,NO_fx,ES_gdp,ES_cpi,ES_policy_rate,ES_3m_treasury_rate,ES_fx,SE_gdp,SE_cpi,SE_policy_rate,SE_3m_treasury_rate,SE_fx,US_gdp,US_cpi,US_policy_rate,US_3m_treasury_rate,US_fx,AR_cpi,AR_inflation,BR_inflation,CA_inflation,DK_inflation,FR_inflation,DE_inflation,IT_inflation,MX_inflation,NO_inflation,ES_inflation,SE_inflation,US_inflation,AR_current_account_gdp,BR_current_account_gdp,MX_current_account_gdp,CA_current_account_gdp,DK_current_account_gdp,FR_current_account_gdp,DE_current_account_gdp,IT_current_account_gdp,NO_current_account_gdp,ES_current_account_gdp,SE_current_account_gdp,US_current_account_gdp,BS_MPS,BS_MPS_ORTH,Romer & Romer (2004),Miranda-Agrippino (2014) quarterly,jf_dY_prod,jf_dY_inc,jf_dY,jf_dhours,jf_dLP,jf_dk,jf_dLQ_BLS_interpolated,jf_dLQ_Aaronson_Sullivan,jf_dLQ,jf_alpha,jf_dtfp,jf_dutil,jf_dtfp_util,jf_relativePrice,jf_invShare,jf_dtfp_I,jf_dtfp_C,jf_du_invest,jf_du_consumption,jf_dtfp_I_util,jf_dtfp_C_util,BRW_shocks,jk_pc1_hf,jk_SP500_hf,jk_MP_pm,jk_CBI_pm,jk_MP_median,jk_CBI_median,AR_nobs_res_1yr_log_chg,BR_nobs_res_1yr_log_chg,CA_nobs_res_1yr_log_chg,DE_nobs_res_1yr_log_chg,DK_nobs_res_1yr_log_chg,ES_nobs_res_1yr_log_chg,FR_nobs_res_1yr_log_chg,IT_nobs_res_1yr_log_chg,MX_nobs_res_1yr_log_chg,NO_nobs_res_1yr_log_chg,SE_nobs_res_1yr_log_chg,US_nobs_res_1yr_log_chg,AR_mean_res_1yr_log_chg,BR_mean_res_1yr_log_chg,CA_mean_res_1yr_log_chg,DE_mean_res_1yr_log_chg,DK_mean_res_1yr_log_chg,ES_mean_res_1yr_log_chg,FR_mean_res_1yr_log_chg,IT_mean_res_1yr_log_chg,MX_mean_res_1yr_log_chg,NO_mean_res_1yr_log_chg,SE_mean_res_1yr_log_chg,US_mean_res_1yr_log_chg,AR_std_res_1yr_log_chg,BR_std_res_1yr_log_chg,CA_std_res_1yr_log_chg,DE_std_res_1yr_log_chg,DK_std_res_1yr_log_chg,ES_std_res_1yr_log_chg,FR_std_res_1yr_log_chg,IT_std_res_1yr_log_chg,MX_std_res_1yr_log_chg,NO_std_res_1yr_log_chg,SE_std_res_1yr_log_chg,US_std_res_1yr_log_chg,AR_skew_res_1yr_log_chg,BR_skew_res_1yr_log_chg,CA_skew_res_1yr_log_chg,DE_skew_res_1yr_log_chg,DK_skew_res_1yr_log_chg,ES_skew_res_1yr_log_chg,FR_skew_res_1yr_log_chg,IT_skew_res_1yr_log_chg,MX_skew_res_1yr_log_chg,NO_skew_res_1yr_log_chg,SE_skew_res_1yr_log_chg,US_skew_res_1yr_log_chg,AR_kurt_res_1yr_log_chg,BR_kurt_res_1yr_log_chg,CA_kurt_res_1yr_log_chg,DE_kurt_res_1yr_log_chg,DK_kurt_res_1yr_log_chg,ES_kurt_res_1yr_log_chg,FR_kurt_res_1yr_log_chg,IT_kurt_res_1yr_log_chg,MX_kurt_res_1yr_log_chg,NO_kurt_res_1yr_log_chg,SE_kurt_res_1yr_log_chg,US_kurt_res_1yr_log_chg,AR_kelley_res_1yr_log_chg,BR_kelley_res_1yr_log_chg,CA_kelley_res_1yr_log_chg,DE_kelley_res_1yr_log_chg,DK_kelley_res_1yr_log_chg,ES_kelley_res_1yr_log_chg,FR_kelley_res_1yr_log_chg,IT_kelley_res_1yr_log_chg,MX_kelley_res_1yr_log_chg,NO_kelley_res_1yr_log_chg,SE_kelley_res_1yr_log_chg,US_kelley_res_1yr_log_chg,AR_crows_res_1yr_log_chg,BR_crows_res_1yr_log_chg,CA_crows_res_1yr_log_chg,DE_crows_res_1yr_log_chg,DK_crows_res_1yr_log_chg,ES_crows_res_1yr_log_chg,FR_crows_res_1yr_log_chg,IT_crows_res_1yr_log_chg,MX_crows_res_1yr_log_chg,NO_crows_res_1yr_log_chg,SE_crows_res_1yr_log_chg,US_crows_res_1yr_log_chg,AR_nobs_res_5yr_log_chg,BR_nobs_res_5yr_log_chg,CA_nobs_res_5yr_log_chg,DE_nobs_res_5yr_log_chg,DK_nobs_res_5yr_log_chg,ES_nobs_res_5yr_log_chg,FR_nobs_res_5yr_log_chg,IT_nobs_res_5yr_log_chg,MX_nobs_res_5yr_log_chg,NO_nobs_res_5yr_log_chg,SE_nobs_res_5yr_log_chg,US_nobs_res_5yr_log_chg,AR_mean_res_5yr_log_chg,BR_mean_res_5yr_log_chg,CA_mean_res_5yr_log_chg,DE_mean_res_5yr_log_chg,DK_mean_res_5yr_log_chg,ES_mean_res_5yr_log_chg,FR_mean_res_5yr_log_chg,IT_mean_res_5yr_log_chg,MX_mean_res_5yr_log_chg,NO_mean_res_5yr_log_chg,SE_mean_res_5yr_log_chg,US_mean_res_5yr_log_chg,AR_std_res_5yr_log_chg,BR_std_res_5yr_log_chg,CA_std_res_5yr_log_chg,DE_std_res_5yr_log_chg,DK_std_res_5yr_log_chg,ES_std_res_5yr_log_chg,FR_std_res_5yr_log_chg,IT_std_res_5yr_log_chg,MX_std_res_5yr_log_chg,NO_std_res_5yr_log_chg,SE_std_res_5yr_log_chg,US_std_res_5yr_log_chg,AR_skew_res_5yr_log_chg,BR_skew_res_5yr_log_chg,CA_skew_res_5yr_log_chg,DE_skew_res_5yr_log_chg,DK_skew_res_5yr_log_chg,ES_skew_res_5yr_log_chg,FR_skew_res_5yr_log_chg,IT_skew_res_5yr_log_chg,MX_skew_res_5yr_log_chg,NO_skew_res_5yr_log_chg,SE_skew_res_5yr_log_chg,US_skew_res_5yr_log_chg,AR_kurt_res_5yr_log_chg,BR_kurt_res_5yr_log_chg,CA_kurt_res_5yr_log_chg,DE_kurt_res_5yr_log_chg,DK_kurt_res_5yr_log_chg,ES_kurt_res_5yr_log_chg,FR_kurt_res_5yr_log_chg,IT_kurt_res_5yr_log_chg,MX_kurt_res_5yr_log_chg,NO_kurt_res_5yr_log_chg,SE_kurt_res_5yr_log_chg,US_kurt_res_5yr_log_chg,AR_kelley_res_5yr_log_chg,BR_kelley_res_5yr_log_chg,CA_kelley_res_5yr_log_chg,DE_kelley_res_5yr_log_chg,DK_kelley_res_5yr_log_chg,ES_kelley_res_5yr_log_chg,FR_kelley_res_5yr_log_chg,IT_kelley_res_5yr_log_chg,MX_kelley_res_5yr_log_chg,NO_kelley_res_5yr_log_chg,SE_kelley_res_5yr_log_chg,US_kelley_res_5yr_log_chg,AR_crows_res_5yr_log_chg,BR_crows_res_5yr_log_chg,CA_crows_res_5yr_log_chg,DE_crows_res_5yr_log_chg,DK_crows_res_5yr_log_chg,ES_crows_res_5yr_log_chg,FR_crows_res_5yr_log_chg,IT_crows_res_5yr_log_chg,MX_crows_res_5yr_log_chg,NO_crows_res_5yr_log_chg,SE_crows_res_5yr_log_chg,US_crows_res_5yr_log_chg
1969-04-01,,,3.5e-11,,,,,1.74197759792326e-12,21082.0,16.8574699484831,,6.89,1.07757440666667,,13.5895223640746,9.0,,7.5000000065,,14.5540340319203,,,4.93706000393706,,30.7478517490079,,,4.000000003,,5.78520811891704,,,625.000000625,,0.0159297435921654,,,0.0125000000125,,12.5559460682291,,4.909999999,7.14286000614286,,4.84902513951351,,,70.00000007,,12.7244923092182,,6.5,5.17321000417321,254764.0,16.7082845116648,,,1.0,,,,0.05366726296958779,0.023144528414302812,0.0637010812544545,0.02010827735861853,0.01997462189896715,0.010512808815738017,0.029786650422312988,0.013527770371891235,0.02426412014654855,0.05501930501930352,,,,-0.03521112797647282,,,,,,,,,,,0.5885165652665035,0.672700993021436,0.4492829226448336,2.0305270550549537,1.2399049888498936,0.8943891074288501,0.3455158814210435,5.222373194048671,0.5237019826243028,,0.5237019826243028,0.3128813322865366,-1.3684749542952053,1.6496875975021412,-3.0181625517973467,3.220478477080989,0.22117979694126721,1.139698747171289,-2.0807797299097,-0.4560911796679482,2.2477148706885646,1.5957899268392373,-4.3284946005982645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-07-01,,,3.5e-11,,,,,1.78121392673685e-12,23235.0,17.0578133943904,,7.69333333333333,1.07898809666667,,13.7365449513436,9.0,,7.5000000065,,14.7230956025973,,,5.34848000434848,,30.7245398247147,,,4.000000003,,5.85174608346098,,,625.000000625,,0.0160900666031175,,,0.0125000000125,,12.6856646457334,,4.88666666666667,7.14286000614286,,4.8619688010437,,,70.00000007,,12.8468417239033,,7.91666666666667,5.17321000417321,255302.0,16.9528705612409,,,1.0,,,,0.0474516695957814,0.030842387808824867,0.06321209707609565,0.02091403730185082,0.03367212288738819,0.012196911238383956,0.03164583789588504,0.02400715272229159,0.02890223969365402,0.056190476190473904,,,,-0.014306477297180977,,,,,,,,,,,0.5191382077067112,0.522472255968041,2.4964033941985875,2.5605129790728043,2.528458186635696,1.2392764917716903,1.2891816948640056,5.140891668899532,0.584637870674598,,0.584637870674598,0.3079838789401621,-0.31703171300855315,0.4746344101199604,-0.7916661231285136,1.7326339056378899,0.22010113780025284,1.0342474986071413,-0.6983864070307486,0.9322036370593438,0.34550034882940006,0.10204386154779743,-1.0438867558601488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-10-01,,,3.5e-11,,,,,1.8423764392992e-12,22532.0,17.1436748712078,,7.72333333333333,1.07595774666667,,13.9604178198375,9.0,,7.5000000065,,14.9372362702141,,,5.55419000455419,,30.8877232947671,,,3.77333333477333,,5.90929257648824,,,625.000000625,,0.0164087554727608,,,0.0125000000125,,12.7894308207402,,5.77999999933333,7.14286000614286,,4.93808840116039,,,70.00000007,,12.9589610074745,,8.0,5.17321000417321,268638.0,17.197456610817,,,1.0,,,,0.04355400696864242,0.04423889940595682,0.058009879781943274,0.01923075488702808,0.039873455127769075,0.02461686062946944,0.0313810242704704,0.030811448625158055,0.035273754614372654,0.059322033898308035,,,,-0.019389002307828865,,,,,,,,,,,0.1471467126206048,0.205189808623157,-3.1013249777206653,-1.6878597166616771,-2.394592347191171,-1.8603575362288183,-0.5342348109623529,5.397601019306036,0.6453059271969153,,0.6453059271969153,0.3025802704792818,-3.1803989590272956,-2.3909839931492063,-0.7894149658780893,1.8319744535184181,0.21984386804331402,-1.751172855526903,-3.583147309045321,-5.127337229167748,-1.6198941367760022,3.3761643736408447,-1.963253172269319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01,,,3.499999999e-11,,,,,1.90022117405746e-12,21537.0,17.3440183171151,,7.46,1.07285144,,14.1575609320596,9.0,,7.5000000065,,15.1601189533513,,,5.55419000455419,,31.4938220245527,,,3.66000000266,,6.00100666127889,,,625.000000625,,0.0166316392417111,,,0.0125000000125,,13.6195710795403,,6.33333333233333,7.14286000614286,,5.01111642168857,,,70.00000007,,13.3804285238052,,8.5,5.17321000417321,253998.0,17.4267560322945,,,1.0,,,,0.05025996533795829,0.05345600935349215,0.055263724556174676,0.028941278150448557,0.0477236047966485,0.05007591908539233,0.0937499454977686,0.04365673653252933,0.059163038896581144,0.060465116279066145,,,,-0.010024144495519338,,,,,,,,,,,-0.659637014895279,-0.497186319940902,-0.2941494671325984,-3.0005460425226005,-1.6473477548275994,-2.074974050652756,0.42762629582515643,5.006875099753138,0.7056794190788196,,0.7056794190788196,0.29667050690394503,-2.1696746295520573,-6.67855154381298,4.508876914260923,1.386653697365161,0.21704942586120818,-1.0839933210683261,-2.470647018433487,-12.060240713556627,-5.186640581564582,10.9762473924883,2.7159935631310947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-04-01,,,3.66666666566667e-11,,,,,1.95748890398023e-12,22875.0,17.4298797939325,,6.35333333333333,1.06133049,,14.374752254263,9.0,,7.5000000065,,15.3453729609882,,,5.55419000455419,,31.7735651160711,,,3.66000000266,,6.08013304438635,,,625.000000625,,0.0167424340398819,,,0.0125000000125,,13.801172744548,,6.269999999,7.14286000614286,,5.04241457915046,,,70.00000007,,13.5824777459108,,8.5,5.17321000417321,268532.0,17.7172019661661,,,1.0,,,,0.03395585738540241,0.057782008017017716,0.05437248032623221,0.03335886277311384,0.050979138417671654,0.0510171706791438,0.09917426130634288,0.039882127659241595,0.06742787184295262,0.0603842634949705,,,,0.000900896174863388,,,,,,,,,,,-0.024066024553896975,0.0447148848683713,0.6744926690615216,0.010450124271699224,0.3424713966666104,-3.891228920822698,4.233700317489308,4.977764431721561,0.36279765348510296,,0.36279765348510296,0.2936623051955525,1.3729536265739997,-5.750403826711557,7.123357453285557,3.370959281052831,0.21606989048849515,4.015550104928569,0.6445908238757382,-5.194713681267511,-5.903565323399635,9.21026378619608,6.548156147275373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-07-01,,,3.999999999e-11,,,,,2.01071760005454e-12,24677.0,17.5729822552948,,5.53333333333333,1.02308802333333,,14.7790697259173,9.0,,7.5000000065,,15.4997554065706,,,5.55419000455419,,31.8201889646576,,,3.66000000266,,6.12689013003376,,,625.000000625,,0.01696987692918,,,0.0125000000125,,14.0865297258167,,6.256666666,7.14286000614286,,5.20122082046205,,,70.00000007,,13.7914763601099,,8.5,5.17321000417321,268019.0,17.9159281314467,,,1.0,,,,0.030201342281878762,0.07589424984713711,0.05275112143103167,0.035660392187926826,0.04701913627975607,0.05468034084408524,0.11042898572558868,0.0697766755199094,0.07353049539397527,0.05680793507664861,,,,0.011039186286825788,,,,,,,,,,,-0.9975653810922831,-0.917658373817156,4.331055460825439,3.888284693968913,4.109670077397176,-2.5944081840222566,6.704078261419433,4.696131421427745,0.02084769506787154,,0.02084769506787154,0.29355566535404476,4.549171320680418,-1.0604014803669206,5.609572801047339,-0.9321416480511799,0.21505506474646013,3.8174914551037564,4.749633103154936,1.339492623255476,-1.7179117828857302,2.4779988318482804,6.467544886040667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-10-01,,,3.999999999e-11,,,,,2.08298745570014e-12,24065.0,17.4871207784774,,4.61666666666667,1.01960502333333,,14.9795482546201,9.0,,7.5000000065,,15.679867673195,,,5.55419000455419,,32.1232326786314,,,3.66000000266,,6.22220116187125,,,625.000000625,,0.0171386733650014,,,0.0125000000125,,14.3459524024975,,6.276666666,7.14286000614286,,5.31057015014153,,,70.00000007,,13.9987348712142,,8.25,5.17321000417321,282764.0,18.1605141810227,,,1.0,,,,0.020033388981635758,0.07300142788953168,0.04971678760024423,0.04000001463602931,0.052951953441602084,0.04448344016414252,0.12170374143884022,0.07543035254160513,0.08023589724052549,0.05599999999999716,,,,0.017340619156451277,,,,,,,,,,,-0.5840233482699804,-0.635164699316572,-6.3926924391106255,-5.767198390836903,-6.079945414973764,-3.8071820527974864,-2.2727633621762777,4.647436226841497,-0.32104877823222466,,-0.32104877823222466,0.2963505873794404,-4.552388671190591,-4.059888520318846,-0.49250015087174503,-0.8408031241013765,0.2064108790675085,-5.219640883323494,-4.378837759222118,-8.58893207647905,-2.8818937153200164,3.369291193155556,-1.4969440439021016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-01-01,,,3.999999999e-11,,,,,2.16492214234028e-12,22604.0,17.5729822552948,,3.96666666666667,1.00847849,,15.009620569592,8.0,,7.5000000065,,15.8960002815464,,,5.55419000455419,,32.8925148784693,,,3.66000000266,,6.29689184794785,,,625.000000625,,0.0175062365496868,,,0.0125000000125,,14.5794299158447,,6.38333333266667,7.14286000614286,,5.3977018396875,,,70.00000007,,14.5365688891828,,7.25,5.17321000417321,273782.0,18.2980938339093,,,1.0,,,,0.013201320132010919,0.06018406995536374,0.04854060383427439,0.04441165803331759,0.04930592538384282,0.05258635635760234,0.0704764364970587,0.07714556706879794,0.08640533173662579,0.05000000000000426,,,,-0.009754468235710493,,,,,,,,,,,-0.7717954397310545,-0.844209522757705,13.340547693156779,9.599046135921796,11.469796914539288,1.8976034464362357,9.572193468103052,3.849450829142797,-0.6637696302480123,,-0.6637696302480123,0.3020470712717417,9.445923640019593,4.462331581776529,4.983592058243064,-0.8312818350421223,0.21233592751771402,8.791152804449766,9.622434639491889,13.09862993647759,2.134186265098526,-4.307477132027824,7.488248374393363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-04-01,,,4.18666666566667e-11,,,,,2.24454880963843e-12,24882.0,17.8019461934745,,3.13333333333333,1.01252027333333,,15.3437621640925,7.5,,7.5000000065,,16.1481532316247,,,5.55419000455419,,33.3820539867888,,,3.57380000022,,6.36611094491933,,,625.000000625,,0.0177160923143766,,,0.0125000000125,,14.7091376346032,,6.379999999,7.14286000614286,,5.52173332180421,,,70.00000007,,14.5178498320784,,6.25,5.17321000417321,291216.0,18.4968199991898,,,1.0,,,,0.021346469622327557,0.06741054681774616,0.052314158324947124,0.05062349361306384,0.04703480967361684,0.05815512082504637,0.06578896640605292,0.09505738473699732,0.06886608641410863,0.044003451251078296,,,,-0.009791294911984567,,,,,,,,,,,0.8060987985682224,0.844479395692193,2.528739241836142,3.1520514208340344,2.8403953313350883,2.3419884613844033,0.49840686995068495,4.058505721529907,-0.4115504696592609,,-0.4115504696592609,0.3061254035180655,0.25850174710968865,0.09253112556801639,0.16597062154167225,2.727585996959621,0.2146686437778031,2.4005605573146607,-0.3270254396449601,-3.994647973953205,1.2097527763013405,6.3952085312678655,-1.5367782159463006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-07-01,,,4.899999999e-11,,,,,2.32908001803829e-12,27324.0,18.1167716084717,,3.84333333333333,1.01578057,,15.5542719400054,7.5,,7.44033333483333,,16.3694275809886,,,5.55419000455419,,33.6617970783073,,,3.42003333233333,,6.42311511797829,,,621.166666875,,0.0178959596021977,,,0.0125000000125,,14.890732060447,,6.409999999,7.06170888554896,,5.57698723022557,,,69.5940000226667,,14.7409345753195,,5.83333333333333,5.14080666739107,291043.0,18.6955461644704,,,1.0,,,,0.030944625407167692,0.052452707001487964,0.05610876762928352,0.05787546125810761,0.0483483433940568,0.05457215022138939,0.05709016700943881,0.07224580973090444,0.06884384169020419,0.04351535836177445,,,,-0.0031395842482799005,,,,,,,,,,,-0.117032651366666,-0.058467264969785,3.7716535230419623,3.9203284230627133,3.845990973052338,-1.039967781477813,4.885958754530151,3.9773281688170496,-0.15855141002134587,,-0.15855141002134587,0.3085855841183651,3.4473182835608216,-5.309207066893067,8.756525350453888,4.533856356023367,0.2144697054541382,7.008799802336485,2.4749434463131177,-11.301924605703885,-3.6730430967158907,18.31072440804037,6.147986543029008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-10-01,,,4.999999999e-11,,,,,2.4143324824825e-12,26854.0,18.2312535775615,,3.30666666666667,1.00246284333333,,15.8048781358807,7.5,,7.26501852701443,,16.6009994896972,,,5.49983540522117,,33.9415288679878,,,3.37574070513216,,6.5147277642025,,,610.270489065247,,0.018054979358628,,,0.0125000000083333,,15.1501547371279,,6.409999999,6.87619298536943,,5.7628419423284,,,68.280666666,,15.0070535337923,,4.08333333333333,5.01639431427325,308808.0,18.7872659330614,,,1.0,,,,0.0425531914893591,0.055097114227462995,0.05874614733368522,0.05660377358490254,0.047013363072189174,0.053464231105411875,0.056057786340514726,0.08516445116063798,0.07202927063441433,0.03451178451178638,,,,-0.018474528934236987,,,,,,,,,,,-1.583164967056705,-1.62859355928765,0.7104650869210971,6.080068905747815,3.395266996334456,4.046900284334143,-0.6516332879996867,3.6620018929618574,0.09474860836924393,,0.09474860836924393,0.30942761307258204,-0.5979658701214838,5.166302041959058,-5.764267912080542,4.056686404888835,0.22032014228546018,2.5649508088347512,-1.4917355960540841,16.05189654215756,2.090275766026149,-13.486945733322809,-3.582011362080233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-01-01,,,4.999999999e-11,,,,,2.48818910142572e-12,25457.0,18.4602175157413,,3.46,1.00296669666667,,15.971948933131,7.0,,6.99816666566667,,16.8068380580338,,,5.10140835184189,,34.6408752949462,,,3.19606666566667,,6.59616214352666,,,586.756666667333,,0.0182733040072307,,,0.0125000230379199,,15.4874056646457,,6.39333333233333,6.65174418087981,,5.85924685031552,,,65.620666666,,15.2868729113115,,3.75,4.80266666566667,299204.0,18.9248455859479,,,1.0,,,,0.050488599348535335,0.06411410328976475,0.0572998087792429,0.05315374707396847,0.04752666915763237,0.04381681096144119,0.062277863677935974,0.08550768907508632,0.051614932509075784,0.03425229741018865,,,,-0.03274439250500844,,,,,,,,,,,-0.06818727514762546,-0.065740506848166,9.493961699844,7.47544540179117,8.484703550817585,4.957306370044989,3.5273971807725957,3.3350022672364847,0.34786874364947096,,0.34786874364947096,0.3086514903808214,3.787625222490204,2.2365969803367682,1.5510282421534356,2.319424040123055,0.2205172228779912,5.595576314608872,3.2761522744858174,7.372886193675875,0.7835305798120072,-1.777309879067003,2.4926216946738102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-04-01,,,4.999999999e-11,,,,,2.54776485069046e-12,28038.0,18.6319404693761,,3.62333333333333,0.98787784,,16.3227997500223,8.0,,6.97666666566667,,17.0435587464147,,,5.02237164044107,,35.0138547817996,,,3.17613333233333,,6.68573992493922,,,582.299999999,,0.0185444127344405,,,0.0125000230379199,,15.7468211021627,,6.31333333233333,6.5692614006246,,5.91952391042629,,,64.5186666663333,,15.4653794973097,,4.0,4.764999999,318894.0,19.077711866933,,,1.0,,,,0.04662379421222185,0.06380687965960163,0.05544940662542319,0.04888257611879121,0.050207887167750265,0.046755255355703795,0.07054685960095664,0.07204089104616562,0.0652665288724541,0.03140495867768878,,,,-0.021739532063627935,,,,,,,,,,,-0.2689900092363223,-0.368880537128837,11.441609514021778,6.386138476879566,8.913873995450672,2.037917081214502,6.87595691423617,4.120804945617471,0.112826391541887,,0.112826391541887,0.3081458544123382,6.156064246894675,3.3643803662209657,2.7916838806737094,-0.44955938321896083,0.2194767441860465,5.805172693422898,6.25473207664186,9.918048345405223,1.5215426290574223,-4.112875651982325,4.733189447584437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
