date,jf_dY_prod,jf_dY_inc,jf_dY,jf_dhours,jf_dLP,jf_dk,jf_dLQ_BLS_interpolated,jf_dLQ_Aaronson_Sullivan,jf_dLQ,jf_alpha,jf_dtfp,jf_dutil,jf_dtfp_util,jf_relativePrice,jf_invShare,jf_dtfp_I,jf_dtfp_C,jf_du_invest,jf_du_consumption,jf_dtfp_I_util,jf_dtfp_C_util
1947-01-01,,,,,,,,,,0.3256396288416227,,,,,0.18980312973245836,,,,,,
1947-04-01,1.2505220689643437,1.7543130297841714,1.5024175493742575,-0.5063601958438468,2.0087777452181044,4.921112984231685,0.5911359651868509,,0.5911359651868509,0.32588561139631744,-0.15845093016150757,1.149706837058122,-1.3081577672196296,-4.483725898902858,0.19165839126117176,-3.782833136424592,0.7008927624782654,0.41989204866330215,1.3227464613335522,-4.202725185087894,-0.6218536988552869
1947-07-01,-0.9583837076037938,0.7449404602999365,-0.10672162365192861,3.0853609231476398,-3.1920825467995684,3.9365728589982987,0.5715462517422054,,0.5715462517422054,0.3261655081756504,-3.8548460985182986,-5.417188486101352,1.5623423875830538,5.956969475412837,0.18807561803199221,0.9817626612085562,-4.975206814204281,-9.281902368453691,-4.5219592405176465,10.263665029662247,-0.4532475736866344
1947-10-01,8.257931603315072,5.444383102832262,6.851157353073667,3.0376006863324534,3.8135566667412135,3.214675684033768,0.5520391693597304,,0.5520391693597304,0.3264793191795574,3.383935544861249,5.173247453918145,-1.7893119090568956,5.194254452555322,0.1922365988909427,7.579664187683201,2.3854097351278787,13.190673634267611,3.2652101020729627,-5.6110094465844105,-0.879800366945084
1948-01-01,7.208861711514913,12.836144360832336,10.022503036173624,-1.984755373082514,12.007258409256139,3.7170576669005384,0.532611637672531,,0.532611637672531,0.326827044408066,9.785211955316429,-2.3387146306199016,12.123926585936331,4.592907766654622,0.19333032897701669,13.49017135248262,8.897263585827996,-6.291466413448898,-1.391379147472617,19.781637765931517,10.288642733300613
1948-04-01,8.223140780959426,11.228834397385157,9.725987589172291,0.18598445747617376,9.540003131696118,4.023260479087456,0.38631236562665094,,0.38631236562665094,0.3266523234955655,8.026425469543335,-0.59491196792787,8.621337437471205,-4.144347310853451,0.18747262374069204,4.659029822748263,8.803377133601714,-7.823510183199437,1.0729263264851918,12.4825400059477,7.730450807116522
1948-07-01,1.6480305831896302,-0.6172423212651879,0.5153941309622212,3.6215365184990134,-3.106142387536792,4.3672801005265,0.24043607648813747,,0.24043607648813747,0.32595515644203044,-3.5112860510443404,-4.865344526576261,1.3540584755319207,-8.893418280643921,0.19049657534246575,-10.710538606137515,-1.8171203254935935,-0.38283754323543745,-5.920191489869051,-10.327701062902078,4.103071164375457
1948-10-01,-0.27420066686048017,1.4336008122821653,0.5797000727108426,-2.5558165275137767,3.1355166002246193,4.665968367486464,0.09482256576553993,,0.09482256576553993,0.32473554324746323,0.726316050770843,-2.15910377347807,2.8854198242489133,-4.8817856709897915,0.19273504273504274,-3.2145784502974117,1.6672072206923798,0.5577213058963246,-2.807747558971904,-3.7722997561937364,4.474954779664284
1949-01-01,-6.876960216149186,-9.649981768204086,-8.263470992176636,-5.651508895695301,-2.611962096481335,4.770730269187779,-0.0506874124475587,,-0.0506874124475587,0.32299348391186156,-5.9439617259989275,-4.101171389429638,-1.8427903365692897,-2.3501841934335905,0.18972332015810278,-7.848261171271204,-5.498076977837614,-8.440731496689027,-3.0850792667542684,0.592470325417823,-2.4129977110833454
1949-04-01,-2.0382718831092106,-1.8835171452854738,-1.9608945141973422,-3.6226848707050507,1.6617903565077086,3.34817333880657,0.23699042920348745,,0.23699042920348745,0.32320244246847885,-0.7516025865511617,-6.948560991568635,6.196958405017473,-2.8368485265785663,0.19883824843610365,-3.0243771210263044,-0.18752859444773817,-12.602101617027278,-5.545423468797249,9.577724496000974,5.35789487434951
1949-07-01,4.819095477560786,2.6845889320567196,3.751842204808753,-6.623136232984805,10.374978437793558,2.389188620119607,0.5241574985092257,,0.5241574985092257,0.3253624189173131,7.089090276618271,3.487303671384439,3.601786605233832,0.1986974700594506,0.19751442521082999,7.248542130088083,7.049844660028633,11.543964421783201,1.504331307486514,-4.295422291695118,5.545513352542119
1949-10-01,-4.2185248227246674,-7.175963640529481,-5.697244231627074,-5.1507931182266375,-0.5464511134004368,2.1706236946280324,0.8101973832541631,,0.8101973832541631,0.32947341325835644,-3.5019221865992076,-3.6496907952370177,0.14776860863781005,0.5951058655071286,0.2036870503597122,-3.02803167948899,-3.6231375449961183,-13.494670134203718,-1.1314662664104145,10.466638454714728,-2.491671278585704
1950-01-01,18.833442360607044,19.28836340205944,19.06090288133324,1.2727514874582013,17.78815139387504,1.5162567784216576,1.0945017265463264,,1.0945017265463264,0.3355354254916152,16.97918911843386,8.772909128915813,8.206279989518048,-1.3676357875820855,0.2003439380911436,15.885550870410356,17.25318665799244,22.57536052696061,5.314875606609967,-6.689809656550253,11.938311051382474
1950-04-01,13.325182438170557,18.386612186348472,15.855897312259515,8.81421416756254,7.041683144696975,2.3568706820360195,0.8424009515540121,,0.8424009515540121,0.33958846944424137,8.678191233865258,9.166292343552836,-0.48810110968757847,-2.762844938402901,0.20322847682119205,6.476835063987117,9.239680002390019,21.410108805101487,6.043324092840947,-14.93327374111437,3.196355909549072
1950-07-01,16.454297269299367,16.34948028022496,16.401888774762163,10.17829148022038,6.223597294541783,3.156738773505752,0.5918847005663253,,0.5918847005663253,0.34163254511625185,8.232710592508129,8.23004063046827,0.0026699620398584756,2.6014975243872005,0.22921522921522924,10.237905265540066,7.6364077411528655,10.245171548747564,7.630782948117068,-0.007266283207497892,0.005624793035797104
1950-10-01,4.404360728075218,4.284227632348703,4.344294180211961,2.456441260367015,1.8878529198449456,3.9930113695037863,0.34247711249904,,0.34247711249904,0.341667652507622,1.1373928563089,0.36900287312441554,0.7683899831844845,-1.1254209898841427,0.2074408117249154,0.24543011009858162,1.3708510999827244,-3.5346390288008136,1.3907242244106772,3.780069138899395,-0.01987312442795286
1951-01-01,3.870829213086324,0.01109507257694986,1.940962142831637,4.12971826937536,-2.1887561265437228,4.737647479634688,0.09370927345493385,,0.09370927345493385,0.3396937916183833,-2.457142720057507,0.4821072092382711,-2.9392499292957783,-0.14377404867590826,0.20574506283662478,-2.571335968054315,-2.4275619193784066,-2.5115033549295607,1.2575768535728857,-0.059832613124754186,-3.6851387729512926
1951-04-01,3.8337296445860147,3.786880939928139,3.810305292257077,2.0687446415633914,1.7415606506936854,3.972820316527435,0.11585673044045564,,0.11585673044045564,0.33684392523815865,1.0233532317946674,2.9264332601445626,-1.9030800283498952,-0.21617735007942684,0.18556338028169014,0.8472904815363174,1.0634678316157442,1.3939214188386726,3.275604786460258,-0.5466309373023552,-2.212136954844514
