,AR_gdp,AR_policy_rate,AR_fx,BR_gdp,BR_cpi,BR_policy_rate,BR_3m_treasury_rate,BR_fx,CA_gdp,CA_cpi,CA_policy_rate,CA_3m_treasury_rate,CA_fx,DK_gdp,DK_cpi,DK_policy_rate,DK_3m_treasury_rate,DK_fx,FR_gdp,FR_cpi,FR_policy_rate,FR_3m_treasury_rate,FR_fx,DE_gdp,DE_cpi,DE_policy_rate,DE_3m_treasury_rate,DE_fx,IT_gdp,IT_cpi,IT_policy_rate,IT_3m_treasury_rate,IT_fx,MX_gdp,MX_cpi,MX_policy_rate,MX_3m_treasury_rate,MX_fx,NO_gdp,NO_cpi,NO_policy_rate,NO_3m_treasury_rate,NO_fx,ES_gdp,ES_cpi,ES_policy_rate,ES_3m_treasury_rate,ES_fx,SE_gdp,SE_cpi,SE_policy_rate,SE_3m_treasury_rate,SE_fx,US_gdp,US_cpi,US_policy_rate,US_3m_treasury_rate,US_fx,AR_cpi,AR_inflation,BR_inflation,CA_inflation,DK_inflation,FR_inflation,DE_inflation,IT_inflation,MX_inflation,NO_inflation,ES_inflation,SE_inflation,US_inflation,AR_current_account_gdp,BR_current_account_gdp,MX_current_account_gdp,CA_current_account_gdp,DK_current_account_gdp,FR_current_account_gdp,DE_current_account_gdp,IT_current_account_gdp,NO_current_account_gdp,ES_current_account_gdp,SE_current_account_gdp,US_current_account_gdp
1920-01-01,,,,,,,,,,9.33028048082427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920-04-01,,,,,,,,,,9.93131081854608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920-07-01,,,,,,,,,,10.0171722953635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920-10-01,,,,,,,,,,9.7309673726388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921-01-01,,,,,,,,,,9.24441900400687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009202453987729897,,,,,,,,,,,,,,,,,,,,,
1921-04-01,,,,,,,,,,8.55752718946766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1383285302593661,,,,,,,,,,,,,,,,,,,,,
1921-07-01,,,,,,,,,,8.32856325128792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16857142857143048,,,,,,,,,,,,,,,,,,,,,
1921-10-01,,,,,,,,,,8.15684029765312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16176470588235203,,,,,,,,,,,,,,,,,,,,,
1922-01-01,,,,,,,,,,7.98511734401831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13622291021671917,,,,,,,,,,,,,,,,,,,,,
1922-04-01,,,,,,,,,,7.84201488265598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08361204013377954,,,,,,,,,,,,,,,,,,,,,
1922-07-01,,,,,,,,,,7.87063537492845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05498281786941528,,,,,,,,,,,,,,,,,,,,,
1922-10-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03157894736842182,,,,,,,,,,,,,,,,,,,,,
1923-01-01,,,,,,,,,,7.92787635947338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007168458781361409,,,,,,,,,,,,,,,,,,,,,
1923-04-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007299270072992137,,,,,,,,,,,,,,,,,,,,,
1923-07-01,,,,,,,,,,7.87063537492845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1923-10-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1924-01-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003610108303249482,,,,,,,,,,,,,,,,,,,,,
1924-04-01,,,,,,,,,,7.64167143674871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0326086956521735,,,,,,,,,,,,,,,,,,,,,
1924-07-01,,,,,,,,,,7.67029192902118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025454545454545507,,,,,,,,,,,,,,,,,,,,,
1924-10-01,,,,,,,,,,7.78477389811104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014492753623188692,,,,,,,,,,,,,,,,,,,,,
1925-01-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1925-04-01,,,,,,,,,,7.75615340583858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014981273408239959,,,,,,,,,,,,,,,,,,,,,
1925-07-01,,,,,,,,,,7.78477389811104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014925373134327291,,,,,,,,,,,,,,,,,,,,,
1925-10-01,,,,,,,,,,7.92787635947338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01838235294117707,,,,,,,,,,,,,,,,,,,,,
1926-01-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1926-04-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018450184501844324,,,,,,,,,,,,,,,,,,,,,
1926-07-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014705882352941346,,,,,,,,,,,,,,,,,,,,,
1926-10-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003610108303249482,,,,,,,,,,,,,,,,,,,,,
1927-01-01,,,,,,,,,,7.87063537492845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0036231884057962294,,,,,,,,,,,,,,,,,,,,,
1927-04-01,,,,,,,,,,7.72753291356611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021739130434782372,,,,,,,,,,,,,,,,,,,,,
1927-07-01,,,,,,,,,,7.75615340583858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01811594202898492,,,,,,,,,,,,,,,,,,,,,
1927-10-01,,,,,,,,,,7.78477389811104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014492753623188692,,,,,,,,,,,,,,,,,,,,,
1928-01-01,,,,,,,,,,7.87063537492845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1928-04-01,,,,,,,,,,7.75615340583858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037037037037039866,,,,,,,,,,,,,,,,,,,,,
1928-07-01,,,,,,,,,,7.84201488265598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011070110701106861,,,,,,,,,,,,,,,,,,,,,
1928-10-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014705882352941346,,,,,,,,,,,,,,,,,,,,,
1929-01-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036363636363627716,,,,,,,,,,,,,,,,,,,,,
1929-04-01,,,,,,,,,,7.87063537492845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014760147601476259,,,,,,,,,,,,,,,,,,,,,
1929-07-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007299270072992137,,,,,,,,,,,,,,,,,,,,,
1929-10-01,,,,,,,,,,8.01373783629078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01449275362318847,,,,,,,,,,,,,,,,,,,,,
1930-01-01,,,,,,,,,,8.04235832856325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018115942028986032,,,,,,,,,,,,,,,,,,,,,
1930-04-01,,,,,,,,,,7.89925586720091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036363636363627716,,,,,,,,,,,,,,,,,,,,,
1930-07-01,,,,,,,,,,7.81339439038351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01086956521739113,,,,,,,,,,,,,,,,,,,,,
1930-10-01,,,,,,,,,,7.61305094447624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.050000000000000155,,,,,,,,,,,,,,,,,,,,,
1931-01-01,,,,,,,,,,7.38408700629651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08185053380782881,,,,,,,,,,,,,,,,,,,,,
1931-04-01,,,,,,,,,,7.1265025758443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09782608695652173,,,,,,,,,,,,,,,,,,,,,
1931-07-01,,,,,,,,,,6.98340011448197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10622710622710563,,,,,,,,,,,,,,,,,,,,,
1931-10-01,,,,,,,,,,6.7830566685747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1090225563909768,,,,,,,,,,,,,,,,,,,,,
1932-01-01,,,,,,,,,,6.58271322266743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10852713178294593,,,,,,,,,,,,,,,,,,,,,
1932-04-01,,,,,,,,,,6.41099026903262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10040160642570317,,,,,,,,,,,,,,,,,,,,,
1932-07-01,,,,,,,,,,6.35374928448769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09016393442623016,,,,,,,,,,,,,,,,,,,,,
1932-10-01,,,,,,,,,,6.26788780767029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.075949367088608,,,,,,,,,,,,,,,,,,,,,
1933-01-01,,,,,,,,,,6.15340583858042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06521739130434845,,,,,,,,,,,,,,,,,,,,,
1933-04-01,,,,,,,,,,6.09616485403549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049107142857141683,,,,,,,,,,,,,,,,,,,,,
1933-07-01,,,,,,,,,,6.15340583858042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031531531531531654,,,,,,,,,,,,,,,,,,,,,
1933-10-01,,,,,,,,,,6.09616485403549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027397260273972157,,,,,,,,,,,,,,,,,,,,,
1934-01-01,,,,,,,,,,6.21064682312536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009302325581396431,,,,,,,,,,,,,,,,,,,,,
1934-04-01,,,,,,,,,,6.21064682312536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018779342723004966,,,,,,,,,,,,,,,,,,,,,
1934-07-01,,,,,,,,,,6.18202633085289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004651162790698216,,,,,,,,,,,,,,,,,,,,,
1934-10-01,,,,,,,,,,6.18202633085289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01408450704225328,,,,,,,,,,,,,,,,,,,,,
1935-01-01,,,,,,,,,,6.18202633085289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004608294930876,,,,,,,,,,,,,,,,,,,,,
1935-04-01,,,,,,,,,,6.18202633085289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004608294930876,,,,,,,,,,,,,,,,,,,,,
1935-07-01,,,,,,,,,,6.21064682312536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004629629629630205,,,,,,,,,,,,,,,,,,,,,
1935-10-01,,,,,,,,,,6.32512879221522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023148148148147252,,,,,,,,,,,,,,,,,,,,,
1936-01-01,,,,,,,,,,6.35374928448769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027777777777777235,,,,,,,,,,,,,,,,,,,,,
1936-04-01,,,,,,,,,,6.26788780767029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013888888888888618,,,,,,,,,,,,,,,,,,,,,
1936-07-01,,,,,,,,,,6.35374928448769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023041474654377003,,,,,,,,,,,,,,,,,,,,,
1936-10-01,,,,,,,,,,6.43961076130509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018099547511312597,,,,,,,,,,,,,,,,,,,,,
1937-01-01,,,,,,,,,,6.52547223812249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702675,,,,,,,,,,,,,,,,,,,,,
1937-04-01,,,,,,,,,,6.52547223812249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0410958904109584,,,,,,,,,,,,,,,,,,,,,
