country,year,gender,age,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg
ARG,1996,All genders,25-34,36313.0,0.14747226,0.72107315,-0.30072844,8.1268444,0.11570495,10.331639,27201.0,0.044019759,0.95698214,-0.33155772,6.2198119,0.049763527,6.387434
ARG,1997,All genders,25-34,39387.0,0.086289093,0.74286515,-0.20094991,7.4815178,0.11599212,10.356753,26894.0,-0.047737122,0.9947086,-0.43175769,6.051815,0.0010044256,6.6697865
ARG,1998,All genders,25-34,40483.0,0.047224071,0.72009122,-0.6261217,8.1440201,-0.081938423,10.769755,28954.0,-0.034906041,0.93213934,-0.64751279,6.5832267,-0.069630235,6.4599347
ARG,1999,All genders,25-34,40411.0,0.049078301,0.7168023,-0.63281786,8.6155586,-0.092053764,11.338381,30724.0,0.040736739,0.8956458,-0.38935977,6.5999117,0.0084637264,6.4083309
ARG,2000,All genders,25-34,40640.0,0.040239532,0.71035779,-0.58678651,8.3887911,-0.084868968,11.30584,32730.0,0.090347983,0.88221228,-0.18201113,6.1572027,0.086113118,5.9816661
ARG,2001,All genders,25-34,37833.0,-0.039997838,0.7230494,-1.1234534,8.9531002,-0.26646262,11.28714,33878.0,0.14165884,0.87280506,-0.058762632,5.9754605,0.10777514,5.6211605
ARG,2002,All genders,25-34,36375.0,0.15217726,0.70534444,-0.51504135,9.5853519,0.10333954,10.220525,31460.0,0.24083211,0.89373362,0.096831858,5.9518833,0.22047223,5.5501308
ARG,2003,All genders,25-34,40670.0,0.1809507,0.6981715,-0.099165089,8.1743364,0.27510679,8.3433695,34640.0,0.19899055,0.90385479,0.012854801,5.8672414,0.22885698,5.2362094
ARG,2004,All genders,25-34,46473.0,0.16197746,0.68538016,-0.23687336,7.8443437,0.20048954,8.4776773,37897.0,0.15864916,0.8714239,-0.25260535,5.9531426,0.14658989,5.515348
ARG,2005,All genders,25-34,51868.0,0.15821153,0.66423255,-0.45340219,8.2832756,0.12679633,8.8544722,41653.0,0.12530071,0.85334945,-0.45406103,6.3511748,0.068753168,5.8374934
ARG,2006,All genders,25-34,56979.0,0.14160562,0.66253072,-0.48143518,8.0782919,0.10106281,9.1718512,45495.0,0.096363321,0.84217983,-0.48936015,6.3872004,0.051477212,5.8974681
ARG,2007,All genders,25-34,61404.0,0.10025419,0.67689043,-0.69720048,7.9873953,0.020690449,9.0843401,48777.0,0.062299218,0.84200352,-0.60638535,6.526186,0.00062155124,6.1256266
ARG,2008,All genders,25-34,62618.0,0.05813456,0.65577197,-1.0413116,8.4827223,-0.17443809,9.6730309,50432.0,0.04779686,0.81750804,-0.67532563,6.8108525,-0.034891717,6.4173727
ARG,2009,All genders,25-34,61756.0,0.089640044,0.64426398,-0.8541261,8.8953161,-0.039826892,11.048927,49209.0,0.067119971,0.82924926,-0.64664823,6.9739714,0.0018011044,6.7686505
ARG,2010,All genders,25-34,63332.0,0.10798673,0.63895184,-0.6590181,8.9001417,0.015515523,10.569956,50035.0,0.064558208,0.8213613,-0.62213618,7.0175343,0.025151797,6.4982657
ARG,2011,All genders,25-34,64940.0,0.071799271,0.65385252,-0.83725417,8.9222383,-0.074518882,10.832584,,,,,,,
ARG,2012,All genders,25-34,64587.0,0.073063679,0.64415222,-0.8153131,9.1308804,-0.065067895,12.294632,,,,,,,
ARG,2013,All genders,25-34,63462.0,0.072604537,0.66273093,-0.8919729,9.1786108,-0.095332243,12.3512,,,,,,,
ARG,2014,All genders,25-34,62282.0,0.088317856,0.65452969,-0.72642374,9.0371685,-0.011121788,12.129896,,,,,,,
ARG,2015,All genders,25-34,,,,,,,,,,,,,,
ARG,1996,Female,25-34,9963.0,0.17538986,0.73977685,-0.26423693,8.0663357,0.074808881,11.797293,6960.0,0.099417903,0.94713205,-0.14322887,6.3457437,0.15467381,6.3950868
ARG,1997,Female,25-34,11188.0,0.11055028,0.78677464,0.084397539,6.9543071,0.1989952,10.8243,7333.0,0.038200449,0.99972624,-0.16756566,6.0322351,0.18490224,6.4648685
ARG,1998,Female,25-34,11849.0,0.05108764,0.72035658,-0.67232937,8.2484217,-0.048700247,11.559064,8012.0,0.0058662696,0.90771252,-0.52686083,6.6832356,-0.0059774113,6.8603544
ARG,1999,Female,25-34,12247.0,0.062755622,0.72854298,-0.6206407,8.5479288,-0.041314304,11.429654,8570.0,0.06459254,0.87823069,-0.46449456,7.229537,0.0049650921,6.5370431
ARG,2000,Female,25-34,12837.0,0.046621282,0.70168543,-0.51887316,8.4993172,-0.065159746,11.205618,9381.0,0.074296348,0.86856931,-0.37017697,6.3832517,0.044997588,6.1534309
ARG,2001,Female,25-34,12413.0,-0.029373409,0.69601053,-1.2708386,9.9160595,-0.25037411,11.403466,9842.0,0.11778464,0.8470127,-0.26517621,6.4602408,-0.014888518,5.642395
ARG,2002,Female,25-34,11984.0,0.11974267,0.68474919,-0.90039432,10.076999,-0.055666596,10.379625,9443.0,0.22184239,0.86635798,-0.19544229,6.6867809,0.059288073,5.9733043
ARG,2003,Female,25-34,12977.0,0.1589451,0.68543464,-0.25212657,8.0286036,0.15744025,9.0893621,10097.0,0.20412011,0.89787698,-0.15166461,6.1085525,0.11293866,5.7018638
ARG,2004,Female,25-34,14637.0,0.15402694,0.69592607,-0.35144383,7.4430852,0.12851802,8.7108898,10942.0,0.19139057,0.86767751,-0.43320036,6.1860271,0.13311505,5.36163
ARG,2005,Female,25-34,16245.0,0.1596355,0.66786933,-0.5099805,8.1805315,0.059380975,8.6813173,12013.0,0.18001132,0.85909653,-0.50121945,6.1206717,0.068274848,5.8054767
ARG,2006,Female,25-34,17851.0,0.15459555,0.67931223,-0.66861606,7.604198,0.043104064,9.209362,13128.0,0.14783585,0.83996141,-0.5159958,6.1314211,0.026287263,5.7279081
ARG,2007,Female,25-34,19218.0,0.12324688,0.67761296,-0.70761061,7.5677967,0.0050257398,9.0448952,14096.0,0.10600942,0.83552557,-0.61968976,6.2707944,0.0042389133,5.9116411
ARG,2008,Female,25-34,20018.0,0.084995367,0.65339196,-0.97183371,8.0903521,-0.12214577,9.1627226,14928.0,0.086684749,0.83697712,-0.83452845,6.5945063,-0.067042932,6.1735401
ARG,2009,Female,25-34,20109.0,0.097067021,0.65603864,-0.93941468,8.4571199,-0.074089564,10.287386,14858.0,0.09461201,0.82892358,-0.74116659,6.764308,-0.029386241,6.3046341
ARG,2010,Female,25-34,20649.0,0.10667474,0.65300345,-0.79876149,8.436573,-0.08471477,9.8964186,15249.0,0.094163045,0.82387143,-0.70994735,6.7710357,-0.024318999,6.4265037
ARG,2011,Female,25-34,21145.0,0.087187283,0.66080463,-0.83257598,8.1943941,-0.085777111,9.9453793,,,,,,,
ARG,2012,Female,25-34,21336.0,0.08108934,0.66044527,-0.86751503,8.6929274,-0.094856054,11.183543,,,,,,,
ARG,2013,Female,25-34,21171.0,0.086410098,0.66905296,-0.96505755,8.7342968,-0.0953051,11.324577,,,,,,,
ARG,2014,Female,25-34,20975.0,0.1022547,0.66106898,-0.74091858,8.4390802,-0.038399454,10.476815,,,,,,,
ARG,2015,Female,25-34,,,,,,,,,,,,,,
ARG,1996,Male,25-34,26350.0,0.13818793,0.71279091,-0.31884474,8.1960421,0.13846244,10.27,20241.0,0.025591839,0.95862043,-0.38564044,6.1369119,0.019057307,6.2894626
ARG,1997,Male,25-34,28199.0,0.077470288,0.72497952,-0.35199791,7.6744537,0.085545331,10.221498,19561.0,-0.078886561,0.99095178,-0.53859156,6.0343137,-0.061782699,6.5297022
ARG,1998,Male,25-34,28634.0,0.0461573,0.71978915,-0.60794425,8.1087122,-0.089316353,10.527558,20942.0,-0.049450342,0.94047624,-0.68237025,6.5081677,-0.091267593,6.3118706
ARG,1999,Male,25-34,28164.0,0.043238152,0.71171981,-0.63890642,8.6388512,-0.10960144,11.285154,22154.0,0.031590302,0.90123826,-0.35861281,6.3915958,0.0096805375,6.3652906
ARG,2000,Male,25-34,27803.0,0.03758939,0.71346474,-0.60433865,8.3778791,-0.089078777,11.416407,23349.0,0.097146578,0.88661736,-0.10781142,6.0438471,0.10523114,5.8773279
ARG,2001,Male,25-34,25420.0,-0.044521701,0.7351017,-1.0571567,8.5615425,-0.27823067,11.25222,24036.0,0.15189418,0.88262206,0.0091834906,5.803164,0.15698972,5.5628242
ARG,2002,Male,25-34,24391.0,0.16782777,0.71405351,-0.35900876,9.2841425,0.17187983,10.001254,22017.0,0.24888876,0.90451157,0.20280838,5.6830778,0.28509337,5.3827357
ARG,2003,Male,25-34,27693.0,0.19106212,0.70278752,-0.031082289,8.2266941,0.32877338,8.1236992,24543.0,0.19707167,0.90604657,0.077802099,5.7629037,0.27013984,5.0960445
ARG,2004,Male,25-34,31836.0,0.1655661,0.68013054,-0.18406995,8.0230551,0.23830499,8.3847532,26955.0,0.14541815,0.87237173,-0.18481714,5.8776364,0.1514848,5.5890675
ARG,2005,Male,25-34,35623.0,0.15756986,0.66207081,-0.4148601,8.2780342,0.15754922,8.9386787,29640.0,0.10311022,0.85005099,-0.43449444,6.4636307,0.073606931,5.9296017
ARG,2006,Male,25-34,39128.0,0.13581419,0.65438074,-0.37892461,8.3009634,0.13529976,9.2874203,32367.0,0.075629301,0.84171647,-0.47871089,6.5059805,0.060709115,6.0081797
ARG,2007,Male,25-34,42186.0,0.089760147,0.67634356,-0.68875057,8.1759968,0.027553694,9.3164949,34681.0,0.044594239,0.84385324,-0.59948653,6.631218,-0.0017337247,6.2225828
ARG,2008,Male,25-34,42600.0,0.045380529,0.6562708,-1.0767664,8.6667805,-0.19940218,9.9349747,35504.0,0.031343229,0.80834204,-0.61002564,6.9417515,-0.026329458,6.6066446
ARG,2009,Male,25-34,41647.0,0.086058818,0.63846874,-0.80987239,9.099534,-0.024279537,11.419027,34351.0,0.055553999,0.82871032,-0.60753465,7.0795617,0.014774469,7.0605679
ARG,2010,Male,25-34,42683.0,0.10865056,0.63194913,-0.58799899,9.155468,0.076389104,11.062155,34786.0,0.051705439,0.82006812,-0.58390337,7.1375647,0.048707765,6.6206584
ARG,2011,Male,25-34,43795.0,0.06450744,0.6501565,-0.83708531,9.2990685,-0.06876827,11.421611,,,,,,,
ARG,2012,Male,25-34,43251.0,0.069140285,0.63601476,-0.78815031,9.3837442,-0.053790055,12.960471,,,,,,,
ARG,2013,Male,25-34,42291.0,0.065597661,0.65913802,-0.85262406,9.4067984,-0.095912315,12.989043,,,,,,,
ARG,2014,Male,25-34,41307.0,0.081153616,0.6508019,-0.72245044,9.3610373,-0.0016396558,13.263764,,,,,,,
ARG,2015,Male,25-34,,,,,,,,,,,,,,
ARG,1996,All genders,25-55,84144.0,0.1270313,0.67688888,-0.39707839,9.4244099,0.10790364,12.524146,57803.0,0.0284272,0.90886009,-0.44949159,6.8594441,-0.0077990065,7.2209988
ARG,1997,All genders,25-55,90078.0,0.072122701,0.69620699,-0.2803874,8.641346,0.090017386,12.61995,57061.0,-0.063654199,0.94046879,-0.54149407,6.8535428,-0.039979223,7.6580629
ARG,1998,All genders,25-55,91999.0,0.035880402,0.67634952,-0.83249289,9.8834105,-0.1230581,12.916883,60807.0,-0.051252,0.876984,-0.75455737,7.4281421,-0.10398273,7.2374549
ARG,1999,All genders,25-55,91251.0,0.040773101,0.67030692,-0.7108565,9.7578917,-0.13958,13.246468,64335.0,0.0214648,0.84806043,-0.48427841,7.3199239,-0.034746736,6.9357862
ARG,2000,All genders,25-55,90885.0,0.030134801,0.65990722,-0.75222403,9.8368807,-0.12769096,13.237453,67712.0,0.066032603,0.82940823,-0.25249189,7.0043058,0.048264906,6.3112125
ARG,2001,All genders,25-55,85311.0,-0.0505259,0.67628241,-1.255704,10.39608,-0.26980636,12.379189,69736.0,0.1154421,0.8224318,-0.1262095,6.8243618,0.089287825,5.9148026
ARG,2002,All genders,25-55,82836.0,0.1220841,0.6397813,-0.58590281,11.72938,0.14483014,10.094409,66111.0,0.2080638,0.8327871,0.085919604,6.8831658,0.17742439,5.9935956
ARG,2003,All genders,25-55,90396.0,0.15126491,0.63357139,-0.1224644,9.8418617,0.29343721,9.4219923,71330.0,0.1806584,0.82970518,0.048108101,6.7065382,0.19409627,5.8748732
ARG,2004,All genders,25-55,100702.0,0.1384154,0.62123579,-0.2391537,9.5587463,0.23922879,10.26884,76954.0,0.1344422,0.79997033,-0.2837806,6.9365931,0.13315025,6.2118163
ARG,2005,All genders,25-55,110738.0,0.13437399,0.60370511,-0.45089009,9.6943331,0.16860069,10.369794,83608.0,0.1050209,0.78791243,-0.50736117,7.2659822,0.059683774,6.7072444
ARG,2006,All genders,25-55,120233.0,0.1194941,0.60225481,-0.53848618,9.890564,0.14211182,11.076858,90467.0,0.082221597,0.77355409,-0.55956239,7.4482932,0.032785129,6.7522163
ARG,2007,All genders,25-55,128682.0,0.088110402,0.61488831,-0.76891452,9.7034779,0.036502793,10.974965,96241.0,0.045014001,0.77542239,-0.68246698,7.5982251,-0.018231772,6.9990668
ARG,2008,All genders,25-55,132358.0,0.046607699,0.59629953,-1.178805,10.36381,-0.16680589,11.486521,100172.0,0.027663801,0.758542,-0.78549522,7.877151,-0.066538371,7.3295398
ARG,2009,All genders,25-55,132851.0,0.070294097,0.57969028,-0.95124078,10.81975,-0.051368691,12.842637,100008.0,0.044209301,0.75927711,-0.70680511,8.0319071,-0.020038314,7.6748905
ARG,2010,All genders,25-55,137301.0,0.090935796,0.57310891,-0.7564044,11.0844,0.059432603,12.771311,102648.0,0.0455973,0.74858332,-0.71855342,8.2522821,-0.0036622754,7.7416592
ARG,2011,All genders,25-55,142450.0,0.0554897,0.58309102,-0.96154028,11.08817,-0.057241447,13.275747,,,,,,,
ARG,2012,All genders,25-55,144627.0,0.055959702,0.5772596,-0.97885472,11.35098,-0.080144174,15.14727,,,,,,,
ARG,2013,All genders,25-55,145710.0,0.055294201,0.58445108,-1.070002,11.74979,-0.083379894,15.365793,,,,,,,
ARG,2014,All genders,25-55,146956.0,0.0651915,0.57333618,-0.93382603,11.96917,-0.0022519375,15.341388,,,,,,,
ARG,2015,All genders,25-55,,,,,,,,,,,,,,
ARG,1996,Female,25-55,21973.0,0.14934871,0.69427413,-0.2323373,9.1524773,0.11972719,13.213247,14491.0,0.087505803,0.90533638,-0.1931697,7.1491461,0.14205793,7.4741597
ARG,1997,Female,25-55,24068.0,0.097880296,0.73713779,0.1377425,7.7806988,0.22262847,13.497148,15119.0,0.026639201,0.9346568,-0.094068103,6.7512341,0.19238746,7.3847499
ARG,1998,Female,25-55,25224.0,0.046103898,0.66816288,-0.72454262,9.6183596,-0.055067565,13.877035,16284.0,0.0026151999,0.84068429,-0.58584201,7.7776341,0.011199225,7.662519
ARG,1999,Female,25-55,25851.0,0.065123498,0.67883599,-0.49217239,9.6187572,-0.0062394906,14.46942,17385.0,0.060518801,0.828475,-0.41395661,7.6744461,0.011513389,6.9820285
ARG,2000,Female,25-55,26673.0,0.043109398,0.64972132,-0.70206839,10.2573,-0.035010185,13.915998,18684.0,0.061685499,0.80179697,-0.33528209,7.1932669,0.036168888,6.4136333
ARG,2001,Female,25-55,26054.0,-0.0302855,0.64412367,-1.323543,11.61599,-0.21240374,12.556538,19509.0,0.1124256,0.78627467,-0.26524001,7.2210798,-0.00017667665,5.9842143
ARG,2002,Female,25-55,25326.0,0.099106602,0.61285669,-0.94461077,12.16653,0.018972298,9.9646931,18965.0,0.19559591,0.78863239,-0.2447582,7.6359978,0.036058456,6.2554421
ARG,2003,Female,25-55,27109.0,0.132064,0.61766469,-0.33936721,9.8781538,0.21811275,9.9304476,20123.0,0.1945433,0.80500698,-0.1375307,7.0400038,0.10043344,6.0040588
ARG,2004,Female,25-55,29849.0,0.12738989,0.61830783,-0.3246375,9.1622629,0.19032499,10.461174,21514.0,0.17557541,0.79164791,-0.43685389,7.1600389,0.10302845,6.0405488
ARG,2005,Female,25-55,32629.0,0.1453471,0.5993681,-0.6050207,9.5677137,0.10223112,10.243301,23362.0,0.1692947,0.77814847,-0.53551418,7.113318,0.064456746,6.5715566
ARG,2006,Female,25-55,35488.0,0.138989,0.60743588,-0.67212462,9.5114269,0.11519125,11.187475,25410.0,0.1414583,0.76726598,-0.55354851,7.1906881,0.030545849,6.6568794
ARG,2007,Female,25-55,38268.0,0.1176965,0.61466259,-0.82769102,9.3644571,0.048053291,10.824017,27355.0,0.099010304,0.76565468,-0.72374499,7.3819442,-0.014999292,6.9653716
ARG,2008,Female,25-55,40363.0,0.074391402,0.59688348,-1.125944,10.27767,-0.088875428,11.505864,29124.0,0.0828522,0.77432752,-0.89277148,7.71842,-0.062253568,7.1398354
ARG,2009,Female,25-55,41156.0,0.085644104,0.5859037,-1.057209,10.61977,-0.057487495,12.588288,29546.0,0.0856525,0.75608051,-0.77576667,7.8231702,-0.031902533,7.2101102
ARG,2010,Female,25-55,42910.0,0.0988364,0.58072269,-0.85371947,10.28897,-0.0042375042,12.195751,30662.0,0.086504899,0.74448961,-0.77554852,7.948348,-0.026082829,7.6488872
ARG,2011,Female,25-55,44779.0,0.072702698,0.58811659,-0.98481202,10.40339,-0.05200167,13.074759,,,,,,,
ARG,2012,Female,25-55,46060.0,0.073485099,0.58902669,-1.0701489,10.99352,-0.093592301,15.25294,,,,,,,
ARG,2013,Female,25-55,46624.0,0.073509499,0.5868631,-1.064537,11.1385,-0.057879064,14.925614,,,,,,,
ARG,2014,Female,25-55,47440.0,0.079705901,0.57893151,-0.88668031,10.97433,0.0031909163,13.891044,,,,,,,
ARG,2015,Female,25-55,,,,,,,,,,,,,,
ARG,1996,Male,25-55,62171.0,0.1191437,0.67046469,-0.46440569,9.5191755,0.10648739,12.232294,43312.0,0.0086610997,0.90918982,-0.53495228,6.7486801,-0.055714335,7.0639925
ARG,1997,Male,25-55,66010.0,0.062731199,0.68043441,-0.4809072,8.9758301,0.04859253,12.302938,41942.0,-0.096202597,0.94044292,-0.70247132,6.839735,-0.11835729,7.4041848
ARG,1998,Male,25-55,66775.0,0.032018501,0.67938107,-0.87077862,9.9716549,-0.14492171,12.547129,44523.0,-0.0709536,0.88908511,-0.80092478,7.2928758,-0.13926949,7.0777931
ARG,1999,Male,25-55,65400.0,0.031148,0.66666538,-0.80441308,9.806798,-0.18097903,12.829858,46950.0,0.0070035998,0.85475492,-0.50552422,7.1972928,-0.049012907,6.8601193
ARG,2000,Male,25-55,64212.0,0.0247452,0.66402292,-0.77080452,9.6709509,-0.16058846,12.93139,49028.0,0.0676893,0.83969373,-0.2253449,6.9289799,0.054740287,6.2597384
ARG,2001,Male,25-55,59257.0,-0.059425101,0.68976498,-1.225052,9.9365234,-0.29353684,12.241676,50227.0,0.1166137,0.83605897,-0.081599399,6.6776028,0.11911504,5.8788471
ARG,2002,Male,25-55,57510.0,0.1322028,0.65103328,-0.45921481,11.52482,0.19804616,10.0474,47146.0,0.2130792,0.84985858,0.1895785,6.6123762,0.23270437,5.8606825
ARG,2003,Male,25-55,63287.0,0.1594896,0.64009267,-0.041664001,9.8083248,0.32101592,9.1730242,51207.0,0.1752021,0.83915693,0.1140396,6.5907698,0.22551908,5.8583422
ARG,2004,Male,25-55,70853.0,0.1430603,0.62241107,-0.20420501,9.7199755,0.26631901,10.196369,55440.0,0.1184801,0.80261618,-0.22578479,6.8796458,0.14443153,6.3064132
ARG,2005,Male,25-55,78109.0,0.1297902,0.6054526,-0.38808599,9.7526073,0.1967476,10.530086,60246.0,0.080097102,0.79026729,-0.49688399,7.352005,0.056461249,6.8946185
ARG,2006,Male,25-55,84745.0,0.1113303,0.59988737,-0.48190159,10.07603,0.15495615,11.225899,65057.0,0.059084799,0.77477318,-0.56289887,7.5695519,0.028820284,6.8751888
ARG,2007,Male,25-55,90414.0,0.0755881,0.61455822,-0.7456944,9.872508,0.03412836,11.28918,68886.0,0.0235718,0.77823412,-0.66696483,7.7035022,-0.023264024,7.076529
ARG,2008,Male,25-55,91995.0,0.034417599,0.5956375,-1.204864,10.41623,-0.2041769,11.460281,71048.0,0.0050408999,0.75080961,-0.7465173,8.0001154,-0.076021396,7.4982867
ARG,2009,Male,25-55,91695.0,0.0634045,0.57674998,-0.90307963,10.92897,-0.052576583,13.104993,70462.0,0.0268314,0.75994658,-0.67955291,8.1429567,-0.018650822,8.0119715
ARG,2010,Male,25-55,94391.0,0.087344199,0.56958091,-0.71027488,11.47671,0.088694297,13.151607,71986.0,0.028172901,0.7496478,-0.69580489,8.4026747,0.0057263467,7.9445496
ARG,2011,Male,25-55,97671.0,0.047598202,0.58060479,-0.95229739,11.42974,-0.059491701,13.467273,,,,,,,
ARG,2012,Male,25-55,98567.0,0.047770102,0.57149673,-0.93534338,11.5499,-0.075213544,15.489974,,,,,,,
ARG,2013,Male,25-55,99086.0,0.046723101,0.58311892,-1.074267,12.05675,-0.10101743,15.680724,,,,,,,
ARG,2014,Male,25-55,99516.0,0.058272399,0.57052249,-0.95893723,12.47524,-0.0098284921,16.093151,,,,,,,
ARG,2015,Male,25-55,,,,,,,,,,,,,,
ARG,1996,All genders,35-44,28031.0,0.12002104,0.65012777,-0.57513481,10.753492,0.10328296,13.8167,21030.0,0.02837038,0.86768574,-0.6385783,7.7347088,-0.046075657,7.9220881
ARG,1997,All genders,35-44,29722.0,0.064243302,0.66360742,-0.34700093,9.4141273,0.076136746,13.809296,20664.0,-0.072523467,0.89620829,-0.69143856,7.7958112,-0.085567623,8.2152157
ARG,1998,All genders,35-44,30168.0,0.031338591,0.63616735,-0.95428979,11.083128,-0.15063447,13.996871,21960.0,-0.06648954,0.83167905,-0.89419878,8.4032316,-0.13601023,7.6449242
ARG,1999,All genders,35-44,29861.0,0.038654689,0.63717246,-0.73120427,10.703125,-0.18663247,14.374393,23246.0,0.0058127795,0.81100035,-0.66683954,8.2698479,-0.091802523,7.1555605
ARG,2000,All genders,35-44,29484.0,0.028075609,0.62722629,-1.043499,11.774182,-0.17153859,14.304597,24151.0,0.052552208,0.77928674,-0.34509665,7.7857542,0.0055323704,6.2867789
ARG,2001,All genders,35-44,27753.0,-0.056781918,0.63871574,-1.3947427,11.637819,-0.30310529,12.761865,24739.0,0.095400624,0.78199744,-0.24923873,7.6225486,0.052397192,6.0472746
ARG,2002,All genders,35-44,27135.0,0.1052128,0.59429073,-0.71194553,13.445023,0.14889126,9.8303776,23852.0,0.18994868,0.78160834,0.01824786,7.8784165,0.1333582,6.1490664
ARG,2003,All genders,35-44,29227.0,0.12882204,0.58832783,-0.19719221,11.669379,0.25926226,9.7123184,25358.0,0.17103156,0.76806766,0.058156859,7.7513523,0.14709528,6.1970482
ARG,2004,All genders,35-44,32014.0,0.1192381,0.56721246,-0.26916805,11.706353,0.22713518,10.804312,27078.0,0.119712,0.73485821,-0.42321286,8.2983885,0.10763912,6.7135043
ARG,2005,All genders,35-44,35104.0,0.11769243,0.54488808,-0.4514595,11.39927,0.16098109,10.862084,29219.0,0.09063141,0.71999526,-0.55636537,8.3814077,0.02838812,7.2246475
ARG,2006,All genders,35-44,37903.0,0.10650029,0.55092353,-0.72729772,12.414399,0.1289486,11.953367,31473.0,0.074349239,0.71019608,-0.74399805,9.0368156,-0.0081331022,7.344276
ARG,2007,All genders,35-44,40578.0,0.080166243,0.56609893,-0.88637847,11.552508,0.033001933,11.562895,33217.0,0.03440313,0.70802236,-0.86437392,9.1605949,-0.064715102,7.3020654
ARG,2008,All genders,35-44,42172.0,0.03935397,0.55217004,-1.4444966,12.697774,-0.19787368,12.07876,34840.0,0.01355104,0.70329571,-1.0257543,9.1837788,-0.12553038,7.7318683
ARG,2009,All genders,35-44,43162.0,0.057244308,0.53040528,-1.085199,12.808015,-0.087406844,13.237967,35564.0,0.028894629,0.69786429,-0.86723232,9.417099,-0.074435234,7.8323565
ARG,2010,All genders,35-44,45241.0,0.08033853,0.52502751,-0.93451846,13.454028,0.049680684,13.278584,37060.0,0.033995979,0.6835109,-0.92929888,9.93363,-0.048715513,8.2697105
ARG,2011,All genders,35-44,47855.0,0.043372862,0.53715014,-1.1195785,13.407954,-0.066494577,13.709568,,,,,,,
ARG,2012,All genders,35-44,49684.0,0.047580078,0.53200173,-1.2322421,13.553487,-0.12508547,15.627569,,,,,,,
ARG,2013,All genders,35-44,51252.0,0.04793293,0.53443706,-1.2875007,13.738167,-0.11077622,16.078583,,,,,,,
ARG,2014,All genders,35-44,52800.0,0.053030748,0.52888763,-1.2929425,14.72368,-0.036143426,15.92908,,,,,,,
ARG,2015,All genders,35-44,,,,,,,,,,,,,,
ARG,1996,Female,35-44,7059.0,0.13953041,0.64838612,-0.30538553,10.652106,0.1339837,15.475535,5140.0,0.092068754,0.845281,-0.25469944,8.3820667,0.16702211,8.6490078
ARG,1997,Female,35-44,7517.0,0.087576531,0.68628025,0.27873531,8.3244686,0.19666848,15.993999,5272.0,0.02405085,0.86517227,0.073104069,7.5290337,0.1746771,8.6190786
ARG,1998,Female,35-44,7804.0,0.050938629,0.60827589,-0.75745374,10.784211,-0.048064329,16.002695,5634.0,0.0084445095,0.77073711,-0.72072929,8.9960766,-0.024984,7.9334202
ARG,1999,Female,35-44,7967.0,0.075431243,0.63746715,-0.31324875,10.749886,-0.0065743686,17.402849,6023.0,0.054567229,0.77867341,-0.42484879,8.3786077,-0.018775707,7.2899933
ARG,2000,Female,35-44,8094.0,0.046954058,0.59096754,-0.74187005,13.167529,0.017417379,15.623992,6384.0,0.064932741,0.73070765,-0.35842001,8.2877579,0.001749728,6.2458143
ARG,2001,Female,35-44,7971.0,-0.01603462,0.60822183,-1.581015,14.246106,-0.22880593,13.793835,6593.0,0.1223825,0.72334599,-0.38741669,8.6143026,-0.0047803698,5.9614244
ARG,2002,Female,35-44,7747.0,0.095325172,0.54653376,-1.2094392,14.03235,0.058102682,9.500351,6480.0,0.1964286,0.69794124,-0.39867893,8.8204184,0.028963426,5.9344721
ARG,2003,Female,35-44,8271.0,0.10929306,0.55173451,-0.4973852,11.562784,0.1917907,9.8988934,6876.0,0.19571108,0.70941556,-0.25901827,8.337245,0.064104162,5.752347
ARG,2004,Female,35-44,8948.0,0.1136462,0.53769004,-0.52930146,12.20421,0.15525049,10.701201,7298.0,0.17844813,0.72067297,-0.67321676,8.764473,0.054274719,6.6271706
ARG,2005,Female,35-44,9781.0,0.13617352,0.52992553,-0.73669899,11.378614,0.087759614,10.937829,7884.0,0.1661028,0.7032693,-0.56177306,8.3984261,0.026352642,7.1467271
ARG,2006,Female,35-44,10587.0,0.13353622,0.53633773,-0.75330883,12.528989,0.15387297,12.75525,8510.0,0.14674377,0.70172447,-0.7140432,8.7045517,0.025512956,7.4464908
ARG,2007,Female,35-44,11564.0,0.12204289,0.57097363,-0.980492,11.389932,0.049475539,12.058172,9213.0,0.10314356,0.69676328,-0.88101012,8.8651991,-0.033832405,7.540082
ARG,2008,Female,35-44,12393.0,0.067952022,0.55079871,-1.47312,13.716152,-0.08943262,12.960749,9918.0,0.091176353,0.71393323,-1.1528246,9.5852747,-0.079568237,8.1462669
ARG,2009,Female,35-44,12837.0,0.080981158,0.52998543,-1.3439715,13.81539,-0.07906884,13.758525,10229.0,0.095928058,0.68414938,-0.8546645,9.2538061,-0.060977988,7.5757027
ARG,2010,Female,35-44,13700.0,0.097426899,0.52265525,-0.92438191,12.539582,0.034739416,13.542813,10864.0,0.08740335,0.67083597,-0.93982416,9.4118586,-0.033300273,8.3873882
ARG,2011,Female,35-44,14660.0,0.067847341,0.53607404,-1.1725905,13.122719,-0.025932441,13.858644,,,,,,,
