country,year,gender,age,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg
BRA,1999,All genders,35-44,6987293.0,0.03371065,0.5803655400000001,-0.25461873,10.1453389,0.0598184154403886,12.59322857508573,5761462.0,0.07283391,0.7144676,-0.32644109,7.5407186,0.001066275941805,6.284870226151878
BRA,2000,All genders,35-44,7085696.0,0.04885148,0.5961039400000001,-0.26210508,9.656946999999999,0.0465729078391465,11.56795871373705,5955682.0,0.07791292,0.70648193,-0.30833602,7.5750701,0.008944417454449,6.315858793703661
BRA,2001,All genders,35-44,7696057.0,0.03402051,0.58415785,-0.4455267500000001,10.0996904,0.0372680120320227,12.21377956311483,6588014.0,0.06224441,0.6999760999999999,-0.33658237,7.524705499999999,0.0259895010717369,6.275288887686705
BRA,2002,All genders,35-44,8021638.0,0.02359895,0.5828018800000001,-0.5393173,10.0671611,-0.0103162126243456,12.46395268989326,6938034.0,0.06584322,0.6975020599999999,-0.3162492,7.465431300000001,0.0297687815706496,6.254420844078104
BRA,2003,All genders,35-44,8276894.0,0.03542353,0.5638167700000001,-0.38227372,10.2676443,0.0774048961158489,12.33702863866565,7246891.0,0.08384611,0.69482686,-0.21306729,7.3137487,0.0514711175637493,6.040648935205471
BRA,2004,All genders,35-44,8604516.0,0.03897453,0.57536899,-0.39930682,9.837442999999999,0.0313328486015804,12.84806849861541,7534115.0,0.07901208,0.70567829,-0.31983841,7.1331901,0.010360190624324,5.960662787144407
BRA,2005,All genders,35-44,9013640.0,0.03286715,0.5694288399999999,-0.42818271,9.869617300000002,0.0439457901727011,12.22110861210158,7936103.0,0.08766123,0.6955120899999999,-0.25593099,7.131729100000001,0.0363185970736173,5.848452974361746
BRA,2006,All genders,35-44,9459497.0,0.04055026,0.56669467,-0.45237216,9.733732800000002,0.0335963576758492,12.56550409135381,8326493.0,0.09454212,0.6903471500000001,-0.25466589,7.108491099999999,0.0545356587744455,5.956736934272991
BRA,2007,All genders,35-44,9872161.0,0.05004812,0.57328126,-0.35818148,9.334216900000001,0.0606528424921356,11.30379930150158,8646610.0,0.08283853,0.6867035600000001,-0.2489258,7.009932399999999,0.0643931194401441,5.81443812176638
BRA,2008,All genders,35-44,10358981.0,0.02629222,0.5905385799999999,-0.61286958,8.9190825,-0.0421536653760933,11.57532722228496,9078376.0,0.06488764,0.6878227,-0.3263681900000001,6.965894899999999,0.0440235513313488,5.838674870978192
BRA,2009,All genders,35-44,10817482.0,0.05069198,0.58117212,-0.35680786,8.8636166,0.0666942458811178,11.22881673347288,9310503.0,0.05827564,0.6909980699999999,-0.28542376,6.9361503,0.0593245541237664,5.869576490346964
BRA,2010,All genders,35-44,11389122.0,0.04027147,0.5842452300000002,-0.4418277700000001,8.711079399999999,0.0313504580213398,10.95620669361958,9571008.0,0.01097622,0.6869133699999999,-0.42813896,7.0464234,0.0096524267940235,5.955808010662883
BRA,2011,All genders,35-44,12034403.0,0.02275795,0.5780767000000001,-0.4839053700000001,8.835384100000002,0.0092469368191314,10.70297082716987,9682156.0,-0.03871176,0.69189273,-0.5436801299999999,7.115339400000001,-0.0508081149117331,6.193758422329269
BRA,2012,All genders,35-44,12343852.0,0.02172487,0.5810630700000001,-0.57018647,8.756069800000001,-0.0240384597037464,11.19896743299944,9758794.0,-0.05812595,0.68712494,-0.6523486000000001,7.2399887,-0.0913341921711037,6.46242024069805
BRA,2013,All genders,35-44,13031642.0,0.01257611,0.57474212,-0.5765990599999999,8.9572225,-0.0255121496122981,11.70992245262855,10219962.0,-0.06828542,0.67879438,-0.63348264,7.333076399999999,-0.0986391544935112,6.561806215461769
BRA,2014,All genders,35-44,13292029.0,-0.0200163,0.57917859,-0.7301176899999999,9.2197701,-0.1044551134362796,12.52791600964119,,,,,,,
BRA,2015,All genders,35-44,13145915.0,-0.03544682,0.5639153099999999,-0.88613809,9.878816000000002,-0.1942766239152386,13.75363097391443,,,,,,,
BRA,2016,All genders,35-44,12887730.0,-0.01113013,0.5581168599999999,-0.8189951000000001,10.1961809,-0.1313956938166411,15.06614230936007,,,,,,,
BRA,2017,All genders,35-44,13359008.0,0.01134097,0.54268995,-0.62297826,10.447144,-0.0374263915938513,15.42681818911585,,,,,,,
BRA,2018,All genders,35-44,,,,,,,,,,,,,,
BRA,1985,Female,35-44,1391139.0,0.12606301,0.49150745,-0.5009596000000001,13.8819488,0.2122485803167043,7.23026391681068,1127653.0,0.20954566,0.72286637,-0.8744681099999999,8.888247999999999,0.0345417551225639,4.304443054049437
BRA,1986,Female,35-44,1551114.0,0.06104127,0.59081268,-0.7114731900000001,12.5652505,0.0269480202038559,7.486389042516371,1219126.0,0.09868673,0.72863449,-0.59381875,7.2408304,-0.029135361524039,4.539015061572944
BRA,1987,Female,35-44,1663781.0,-0.01463857,0.68700081,-1.15427378,14.0795618,-0.0741577084667229,8.206625195298233,1286793.0,0.00625316,0.79823563,-1.1304769,9.4886974,-0.0787221481354805,4.998209262405241
BRA,1988,Female,35-44,1777292.0,-0.01701715,0.7003922300000001,-1.5571911,12.72122,-0.1802181046908762,9.684733558459763,1416964.0,0.0131887,0.8179527999999999,-1.16129419,9.690681000000001,-0.0552144934800869,5.772815845699336
BRA,1989,Female,35-44,1880248.0,-0.02311893,0.66041599,-1.4774642,14.903583,-0.0441094759061264,7.094369640962532,1460142.0,-0.00131692,0.811477,-0.6049712900000001,9.514176999999998,-0.0046597356756809,5.591440975557934
BRA,1990,Female,35-44,1922356.0,-0.03485925,0.61092232,-0.85728139,11.8811287,-0.1210936229040664,7.025305464784725,1586695.0,0.06741435,0.7237761199999999,-0.19829698,7.772796799999999,-0.0600392810336464,4.822551966694112
BRA,1991,Female,35-44,1935669.0,-0.07032633,0.67695578,-1.6463806,12.4484281,-0.1828852917701543,7.365989401883684,1604661.0,0.07521467,0.7023756600000001,-0.27833713,7.4332923,-0.0337066659728705,5.024388287906244
BRA,1992,Female,35-44,2050438.0,-0.03429861,0.71883712,-1.8629452,14.5674319,-0.1453598988889822,10.86465514870497,1625476.0,0.12087908,0.7160707500000001,-0.06372972,8.367785100000001,0.0116266936762913,5.179506815563798
BRA,1993,Female,35-44,2122573.0,-0.03298375,0.7089086800000002,-1.06511972,13.911104,0.027381411236928,10.1921645452607,1735626.0,0.09774438,0.72315776,0.13642319,9.256995099999999,0.0248587203824463,5.112069989690181
BRA,1994,Female,35-44,2255691.0,0.05747899,0.69234955,-0.9762494199999999,11.256297,-0.1433375100715513,8.928226733636803,1756708.0,0.0653703,0.8092490700000001,-0.6145133300000001,8.2981397,-0.089520318184187,6.074877705266647
BRA,1995,Female,35-44,2393686.0,0.0073137,0.55760084,-0.51338067,10.8463316,0.0571276802649116,9.47290672384878,1857937.0,0.02781504,0.68110592,-0.3846961899999999,7.823493500000001,0.045691711203852,5.44348597949156
BRA,1996,Female,35-44,2470482.0,0.02070051,0.5448211399999999,-0.50484837,11.2881559,0.0453792160242075,11.38594668424664,2020377.0,0.06309827,0.67863197,-0.40230008,7.759833299999999,0.0587178615184884,5.667666922794204
BRA,1997,Female,35-44,2572164.0,0.01899195,0.53473613,-0.44930842,11.5053339,0.1454571563063637,11.32083407761167,2109013.0,0.07620784,0.67664728,-0.39297054,7.897367699999999,0.0783167640159253,5.73470737337894
BRA,1998,Female,35-44,2650558.0,0.02730351,0.5182116999999999,-0.45484276,12.244904,0.0962222247512584,14.96886547851285,2238647.0,0.08773211,0.6496162400000001,-0.42826157,8.4776335,0.0613122676891524,5.983645121251814
BRA,1999,Female,35-44,2765645.0,0.04142223,0.52431544,-0.28253384,11.7518984,0.1621761236985289,12.45094763785061,2286863.0,0.09969742,0.64627044,-0.32773501,8.443677500000002,0.0693101762305446,6.047123373232317
BRA,2000,Female,35-44,2801214.0,0.05973844,0.5471113599999999,-0.33153018,10.9104567,0.0883866001399256,11.83701072617838,2352704.0,0.10539732,0.6513600700000001,-0.3237194,8.2818855,0.0632441284792926,6.046397862290708
BRA,2001,Female,35-44,3044284.0,0.04615909,0.5354452999999999,-0.48218642,11.5078538,0.1246681546509108,11.98506935091175,2601093.0,0.08607221,0.64720662,-0.36229735,8.1607086,0.0769004730370537,5.980413674125957
BRA,2002,Female,35-44,3192608.0,0.03438488,0.53612541,-0.6177061,11.5812418,0.0507533199213955,12.66873428891802,2739691.0,0.08648054,0.6485250299999999,-0.37956031,8.127929399999999,0.06049883220857,6.018659241929643
BRA,2003,Female,35-44,3303895.0,0.04379316,0.5183020899999999,-0.44514597,11.5638194,0.129230356293048,12.74384148173711,2853823.0,0.10892185,0.6496878300000001,-0.3234841000000001,7.9067747,0.0736568148368399,5.861489180067768
BRA,2004,Female,35-44,3428511.0,0.04977094,0.5370760999999999,-0.50514904,10.860408,0.068619843045023,13.23408660791499,2965701.0,0.10771406,0.66063849,-0.42389991,7.7064188,0.0429796423500043,5.828812050065245
BRA,2005,Female,35-44,3599824.0,0.04083536,0.53192553,-0.54422182,10.908374,0.083404055351064,12.44677933281723,3124005.0,0.11681083,0.6576000900000001,-0.34719396,7.619699,0.0640276301985633,5.740722778213624
BRA,2006,Female,35-44,3788453.0,0.05082993,0.53124078,-0.56531699,10.6395991,0.0583985139812222,13.25834769282326,3284842.0,0.1314889,0.6557914,-0.35273725,7.547327999999998,0.0880804073700147,5.907785068218108
BRA,2007,Female,35-44,3945294.0,0.06606836,0.5415186400000001,-0.4918522800000001,10.123586,0.0982548031531983,12.13730620152324,3430604.0,0.12651418,0.65548804,-0.30780236,7.361614800000001,0.1042749084247072,5.782198971726712
BRA,2008,Female,35-44,4160182.0,0.04287958,0.56329601,-0.66921295,9.548296000000001,0.0157375202679257,12.19285187409458,3614940.0,0.11007778,0.66132691,-0.34631923,7.279721999999998,0.089552244814131,5.848784770717306
BRA,2009,Female,35-44,4379245.0,0.0667553,0.55166392,-0.45007812,9.484970000000001,0.1012021511152967,12.08012268750455,3744041.0,0.10230265,0.65946655,-0.29957204,7.302385199999999,0.1032079612370263,5.906174010349534
BRA,2010,Female,35-44,4636371.0,0.06127944,0.5621499400000001,-0.50337842,9.160425699999999,0.0690212203067819,11.85302449088932,3898717.0,0.0541746,0.65522308,-0.3737866499999999,7.3849313,0.0750906668844605,6.027571452337394
BRA,2011,Female,35-44,4984546.0,0.04469731,0.55796965,-0.5193680099999999,9.2166736,0.056643239803047,11.38929465947061,4012767.0,-0.00250231,0.65814845,-0.4320124799999999,7.4310097,0.0377039720626786,6.326110999062577
BRA,2012,Female,35-44,5152068.0,0.0412125,0.56401256,-0.61653467,9.111335,0.0077040751960055,12.09075945559278,4076149.0,-0.02958271,0.6555254099999999,-0.5483337,7.577478999999999,-0.0034961657620434,6.709863680658335
BRA,2013,Female,35-44,5555800.0,0.0281727,0.55726625,-0.6079435,9.306939799999999,0.0198849281177849,12.65921284395536,4335085.0,-0.04602996,0.6507430000000001,-0.55060902,7.692583999999999,-0.0136671534141759,6.884014370163823
BRA,2014,Female,35-44,5757183.0,-0.00770547,0.5569431500000001,-0.7281592800000001,9.632477399999999,-0.0444593358419309,13.49260816651502,,,,,,,
BRA,2015,Female,35-44,5752162.0,-0.02676223,0.53782791,-0.91042457,10.4819153,-0.1491330326554072,14.49652294901351,,,,,,,
BRA,2016,Female,35-44,5654840.0,-0.00340983,0.53496234,-0.88249668,10.7775807,-0.1036655190437494,15.94095328955252,,,,,,,
BRA,2017,Female,35-44,5945906.0,0.01614631,0.52009141,-0.70303425,11.0178806,-0.0197704587943118,16.4956377397737,,,,,,,
BRA,2018,Female,35-44,,,,,,,,,,,,,,
BRA,1985,Male,35-44,3124180.0,0.05893197,0.5985385,-1.46847448,17.7674836,0.1186185143441195,7.599976581199668,2545942.0,0.10364379,0.80392657,-0.91852523,8.153138,-0.099089161556321,4.932465956433156
BRA,1986,Male,35-44,3284309.0,0.02397186,0.65430037,-0.10126084,14.2120729,-0.0977967476609011,7.843597288838759,2628593.0,0.0198955,0.8195222600000001,-0.5453071599999999,8.170231599999999,-0.1725978615672604,5.09011944443563
BRA,1987,Male,35-44,3417388.0,-0.01327314,0.6991672799999999,-1.2090905,11.1965751,-0.2020519908284428,8.920306999044987,2654437.0,-0.02956168,0.8803941,-1.11988315,7.8457289,-0.2210740606940063,5.451496301474605
BRA,1988,Male,35-44,3582764.0,-0.04071975,0.77108074,-1.2513919,10.6395901,-0.2463996736194555,10.38527634335734,2801970.0,-0.04910471,0.9440096,-1.2421756,8.598248999999999,-0.2484988713967481,6.059512626532041
BRA,1989,Male,35-44,3638738.0,-0.05784132,0.7427788399999999,-0.9104400199999999,11.5803707,-0.168522646605542,8.632234917208466,2872294.0,-0.0505193,0.91972781,-0.68374784,8.165265700000001,-0.179837837229069,5.954480363564519
BRA,1990,Male,35-44,3610550.0,-0.07178104,0.7025295500000001,-0.71096973,10.0376959,-0.2171050031022951,7.692750531575355,2963983.0,-0.01920234,0.8199300299999999,-0.35001615,7.2000416,-0.1722826931488538,5.177340841570691
BRA,1991,Male,35-44,3597484.0,-0.0594909,0.78118635,-1.3794135,9.780327399999999,-0.3097448561803267,8.172485424209814,2941356.0,0.01729223,0.80339721,-0.37036041,6.761253399999999,-0.1469555114730974,5.392334412856552
BRA,1992,Male,35-44,3678217.0,-0.06199543,0.85720819,-1.3964949,10.5801379,-0.3050509517347278,12.34112162780864,2900235.0,0.04124722,0.85252153,-0.02913837,7.096203800000001,-0.0820617275800861,5.891821499592731
BRA,1993,Male,35-44,3756732.0,-0.04844414,0.8198075100000001,-0.6689470399999999,11.1525774,-0.0994987550121897,11.71343525388065,2975763.0,0.03686923,0.8754561300000001,0.24694632,7.7671595,-0.050624876710825,6.228163375361435
BRA,1994,Male,35-44,3879637.0,0.00517454,0.72456599,-0.22592496,9.4723387,-0.1161782818190639,8.566416137354807,2904001.0,0.02194378,0.87279182,-0.12955337,7.115827499999999,-0.1162796216842715,5.802920096626619
BRA,1995,Male,35-44,3992698.0,-0.01061732,0.64241677,-0.41806036,8.8708455,-0.0608927091536171,9.063122771475333,3029339.0,-0.00226905,0.7989716899999999,-0.44047494,6.745543,-0.0963470751541757,5.870650528291345
BRA,1996,Male,35-44,3998203.0,0.01784944,0.63412649,-0.43834169,8.965017899999999,-0.0494867221912399,10.56355997634301,3236365.0,0.02368353,0.79527302,-0.42529718,6.658045600000001,-0.0829972574831422,5.898085847513966
BRA,1997,Male,35-44,4098983.0,0.0070459,0.62658484,-0.3528979600000001,9.0425272,-0.0167021786919478,10.67789422787636,3334518.0,0.02386527,0.7873517799999999,-0.39755832,6.677495,-0.0633852097432764,5.938494242704464
BRA,1998,Male,35-44,4075964.0,0.00340483,0.61917329,-0.48747177,9.2441797,-0.0689140508272202,11.80383277037299,3463973.0,0.03400339,0.7664672300000001,-0.43401087,6.8946414,-0.0764147912686201,6.173774748270214
BRA,1999,Male,35-44,4221648.0,0.02874239,0.6144805900000001,-0.23434752,9.283692,0.0188413140382184,12.06823145068589,3474599.0,0.0554826,0.7558494099999999,-0.30569303,6.9996563,-0.0294925688131113,6.297141817799814
BRA,2000,Male,35-44,4284482.0,0.04180812,0.6261609,-0.22306957,8.9621507,0.0306457617388728,11.15289308870764,3602978.0,0.06028959,0.7400179800000001,-0.28534716,7.144385499999999,-0.018351630532103,6.389182890443125
BRA,2001,Male,35-44,4651773.0,0.02612425,0.61401493,-0.4170758200000001,9.331370400000001,-0.002661478900956,12.12363426559852,3986921.0,0.04700936,0.7322318799999999,-0.31079872,7.124920299999999,-0.0021193754385694,6.376107334487207
BRA,2002,Male,35-44,4829030.0,0.01653312,0.6118111900000001,-0.49266982,9.255756800000002,-0.0369762837494926,12.05867167263729,4198343.0,0.05273146,0.7276668599999999,-0.27579584,7.067346599999999,0.0133702606780445,6.347091865655518
BRA,2003,Male,35-44,4972999.0,0.02996428,0.5922557200000002,-0.3451253799999999,9.530177399999999,0.0519080032288136,11.97109334084744,4393068.0,0.06788188,0.72246163,-0.14921205,6.9659083,0.0439807816588479,6.113929023738642
BRA,2004,Male,35-44,5176005.0,0.03188539,0.5994857499999999,-0.34025954,9.2467413,0.0158479542624408,12.4231306597401,4568414.0,0.06065039,0.7331481799999999,-0.25673217,6.7982646,-0.0013208701090995,5.975338764329106
BRA,2005,Male,35-44,5413816.0,0.02763787,0.5931573300000001,-0.36573173,9.268302,0.0273221432754372,11.86510811102379,4812098.0,0.0689927,0.7186645700000001,-0.19899576,6.847667100000001,0.0265835803630504,5.889392139251163
BRA,2006,Male,35-44,5671044.0,0.03376473,0.5892316099999999,-0.38955561,9.197223600000001,0.0243515665361332,12.04679019176112,5041651.0,0.07066402,0.71114109,-0.19107422,6.8655603,0.0431766962464602,5.985705858262739
BRA,2007,Male,35-44,5926867.0,0.03943877,0.59335465,-0.28207962,8.877003699999999,0.0530591273898203,10.78909937381657,5216006.0,0.05423423,0.70519311,-0.20330331,6.817131399999999,0.0498111177213009,5.837324682175276
BRA,2008,Male,35-44,6198799.0,0.01517828,0.6079685899999999,-0.57434723,8.539782900000001,-0.0705260525823321,11.01729192168545,5463436.0,0.0350557,0.7033525199999999,-0.30276841,6.793240299999999,0.0243576623613167,5.827037116193389
BRA,2009,Male,35-44,6438237.0,0.03978427,0.6002155300000001,-0.29892783,8.487286800000001,0.0608813253568525,10.75564524931754,5566462.0,0.02870315,0.70999053,-0.26185962,6.7249788,0.041318744427976,5.840791249359139
BRA,2010,Male,35-44,6752751.0,0.02584514,0.59854133,-0.3989464,8.437547399999998,0.0189551535971808,10.46344355580088,5672291.0,-0.01870884,0.70641429,-0.44166445,6.822073,-0.0253437182136037,5.840274939520573
BRA,2011,Male,35-44,7049857.0,0.00723852,0.5913838199999999,-0.45460596,8.593599299999999,-0.0131775508315394,10.28879562744655,5669389.0,-0.0643461,0.7137537900000001,-0.5893678400000001,6.872345900000001,-0.1051056677407151,5.992057454699646
BRA,2012,Male,35-44,7191784.0,0.00775607,0.59258349,-0.53528404,8.5284254,-0.0382759658719254,10.6849823743738,5682645.0,-0.07859758,0.7082724300000001,-0.69835693,6.9829978,-0.1462740530841968,6.19117026301835
BRA,2013,Male,35-44,7475842.0,0.00098322,0.58710559,-0.5508011399999999,8.716521400000001,-0.0507255888740957,11.06908299417436,5884877.0,-0.08466448,0.698307,-0.6729079299999999,7.067769700000001,-0.1539077069246094,6.242994668882424
BRA,2014,Male,35-44,7534846.0,-0.02942535,0.5954241499999999,-0.7239304500000001,8.913411799999999,-0.1413284408901676,11.69083802590286,,,,,,,
BRA,2015,Male,35-44,7393753.0,-0.04220511,0.5833009899999999,-0.8630553300000001,9.438396600000001,-0.2237899750006707,12.97997268624746,,,,,,,
BRA,2016,Male,35-44,7232890.0,-0.01716652,0.57548006,-0.77278801,9.774076900000001,-0.1470683435047916,14.33347120339102,,,,,,,
BRA,2017,Male,35-44,7413102.0,0.00748612,0.56011334,-0.5674528000000001,10.0184741,-0.0475456592764744,14.57255071794708,,,,,,,
BRA,2018,Male,35-44,,,,,,,,,,,,,,
BRA,1985,All genders,45-55,2055153.0,0.03048229,0.56607548,-1.9564974,22.20648,0.1491345641333074,7.852559393354359,1099657.0,0.0792722166666667,0.7582044333333333,-0.9082536166666667,8.532206333333333,-0.040192895778047,4.659235963209634
BRA,1986,All genders,45-55,2155003.0,0.00142059,0.6165837699999999,0.40607726,17.290505,0.0051263398514721,7.853217422073805,1141729.0,-0.0009764,0.7754005166666667,-0.3399938333333334,8.814646333333334,-0.1148490932918024,4.810553728344954
BRA,1987,All genders,45-55,2253499.0,-0.04082398,0.66555151,-1.3421729,13.8315819,-0.1640975335789014,8.865885988102052,1181458.0,-0.0569572166666667,0.8467349333333333,-1.266838,8.681799666666668,-0.2199619187175948,5.232970542337402
BRA,1988,All genders,45-55,2345797.0,-0.06849404,0.71062631,-1.4957559,12.2908857,-0.250492289108191,10.20682281914473,1254097.0,-0.0798898333333333,0.9133564999999999,-1.308529666666667,8.851536166666666,-0.2621929883400503,5.917674186094124
BRA,1989,All genders,45-55,2463181.0,-0.06892548,0.66965038,-1.20393646,13.966153,-0.1023565472039333,7.860857596892476,1280487.0,-0.0662533,0.9079145500000001,-0.8964360166666666,8.346859333333333,-0.1887536842704461,6.012263674903591
BRA,1990,All genders,45-55,2570676.0,-0.07650415,0.62816466,-0.83711962,11.9451,-0.2081294689817487,7.361912150242587,1351260.0,0.0120712,0.7847334666666668,-0.4795330666666667,7.374341833333333,-0.1940526530727607,5.026961317754711
BRA,1991,All genders,45-55,2672154.0,-0.08428599,0.71482452,-1.5764795,11.5185783,-0.3113204004181155,7.722169723198011,1377355.0,0.0396261333333333,0.76178705,-0.4892298333333334,7.099101,-0.1569532117374073,5.270660689618565
BRA,1992,All genders,45-55,2817947.0,-0.08639965,0.7888082000000001,-1.780771,12.9040742,-0.3365125232497858,11.94061146569523,1383301.0,0.08687885,0.7886047500000001,-0.18939595,7.734779500000001,-0.0959873097273694,5.772624812776241
BRA,1993,All genders,45-55,2921575.0,-0.07138482,0.77699389,-1.10267545,12.284813,-0.130428690202839,11.61168267547214,1450423.0,0.0936835833333333,0.8049994333333333,0.0770248666666667,8.541840000000001,-0.0751452896571976,5.956171317119884
BRA,1994,All genders,45-55,3084849.0,0.01992322,0.6939814700000001,-0.68623396,10.981899,-0.1963941962110736,8.918906902046887,1459991.0,0.0922797833333333,0.8435293833333334,-0.4866984333333333,7.769854166666668,-0.1741624922163855,6.13896915485119
BRA,1995,All genders,45-55,3269168.0,-0.00296446,0.58598233,-0.60761117,10.573715,-0.114441547193171,9.886285318852476,1550095.0,0.0696962,0.7339136833333333,-0.5869459499999999,7.688370333333334,-0.0982786623858667,5.916732460219483
BRA,1996,All genders,45-55,3361730.0,0.01225396,0.5683442599999999,-0.69804425,10.95434,-0.1226202983950102,12.11785145263556,1732002.0,0.07704505,0.72839235,-0.6080862166666666,7.638610666666666,-0.0898064174012353,6.176857564074307
BRA,1997,All genders,45-55,3478142.0,0.00973586,0.5631893400000001,-0.65115636,11.285559,-0.0728622184692877,12.66964561658873,1829024.0,0.0707100333333333,0.7192035166666667,-0.5849668,7.816822000000001,-0.0617608682398649,6.323338513394
BRA,1998,All genders,45-55,3558060.0,0.00464519,0.5402011,-0.78006176,11.924026,-0.1469636679807112,15.41505963028407,1965417.0,0.0685983666666667,0.6897356333333332,-0.6272921833333334,8.218407833333332,-0.084647709436596,6.560545160569342
BRA,1999,All genders,45-55,3763617.0,0.01523961,0.52962757,-0.4399149000000001,12.060909,0.0200221465190617,13.89296364120599,2022742.0,0.0758169833333333,0.6779604833333331,-0.4876805,8.413235999999999,-0.0422696760426673,6.650847145446389
BRA,2000,All genders,45-55,3895055.0,0.03558302,0.54743889,-0.38214054,11.617353,0.035987922752807,13.40762988761551,2132967.0,0.0761764333333333,0.6691750999999999,-0.4795767,8.560195666666665,-0.023641532233782,6.670613192264465
BRA,2001,All genders,45-55,4350052.0,0.02417643,0.53377175,-0.5816108499999999,12.219878,0.0199270047760375,13.6254541613417,2441886.0,0.0564834166666667,0.6595282166666666,-0.5210589666666667,8.640854166666667,-0.0072304655357028,6.651158602794366
BRA,2002,All genders,45-55,4615106.0,0.01472317,0.5322323799999999,-0.6871521899999999,12.167131,-0.0590403403405124,13.99783425807466,2626186.0,0.0511815833333333,0.6544742,-0.48568105,8.543625166666667,-0.0068971209793174,6.681779174331821
BRA,2003,All genders,45-55,4882774.0,0.02078853,0.51114035,-0.53328573,12.534958,0.0504752185627879,14.06716465668127,2820087.0,0.0694977333333333,0.6505701333333332,-0.3672964666666667,8.515511500000001,0.0251488353610959,6.619536197765137
BRA,2004,All genders,45-55,5185028.0,0.02284783,0.51872406,-0.56952757,12.312869,0.0064412276414747,15.15586933114346,3008319.0,0.0671348166666667,0.6588494,-0.4861491333333333,8.292257166666666,-0.017490305856473,6.503929869331055
BRA,2005,All genders,45-55,5555935.0,0.01981829,0.50981961,-0.55456156,12.490736,0.0565034776902621,13.98685063421171,3209244.0,0.07794595,0.6488978500000001,-0.4068008333333333,8.383532166666665,0.0238427564392946,6.38993986964565
BRA,2006,All genders,45-55,5951196.0,0.02658494,0.5072221700000001,-0.58174725,12.360959,0.032511448636729,14.99347646988656,3445388.0,0.0847883666666667,0.6398698166666666,-0.4078237833333334,8.459622166666666,0.0304891030716442,6.643525585139883
BRA,2007,All genders,45-55,6388386.0,0.03968776,0.51173567,-0.44083325,11.936172,0.0673444750525877,13.75789468393792,3672184.0,0.0760524166666667,0.63560275,-0.3976070166666667,8.379325166666666,0.0323973389369575,6.499469999288557
BRA,2008,All genders,45-55,6848657.0,0.01682612,0.53018411,-0.79937097,11.207793,-0.0766192161012375,13.9483034811343,3934816.0,0.0602172,0.6364190166666667,-0.5106286833333333,8.309390666666665,0.0046258844726963,6.600846462891702
BRA,2009,All genders,45-55,7284654.0,0.03868089,0.51422967,-0.47329407,11.478872,0.0841677244896213,13.92227470847826,4130516.0,0.0529287666666667,0.6349413166666666,-0.43038215,8.3394005,0.0406061352177503,6.659603166666795
BRA,2010,All genders,45-55,7734736.0,0.0321405,0.51882286,-0.5470016999999999,11.240948,0.0324890484890404,14.04182988579259,4272157.0,0.00904235,0.6299432500000001,-0.5638881166666667,8.355050333333333,-0.0118718736708902,6.685613280685027
BRA,2011,All genders,45-55,8174292.0,0.0158679,0.51301972,-0.60791134,11.33974,0.0137138553420179,13.13594167421542,4322963.0,-0.0387159166666667,0.63610455,-0.7152246333333333,8.425768833333334,-0.0866259971918987,6.943447453926774
BRA,2012,All genders,45-55,8421153.0,0.0163142,0.5171055,-0.7566004900000001,11.256257,-0.0480139513034946,14.31404912706833,4323156.0,-0.0569181833333333,0.6320990666666667,-0.8681514666666666,8.5697335,-0.149215750114961,7.31659942052869
BRA,2013,All genders,45-55,8791367.0,0.00710988,0.50936996,-0.7303852,11.508384,-0.0263157535479995,15.12473281759053,4390510.0,-0.0648051333333333,0.6280919166666666,-0.8682662666666667,8.667954666666665,-0.1647981823242995,7.521299958263087
BRA,2014,All genders,45-55,8924001.0,-0.02347875,0.51419874,-0.9328835300000001,11.711865,-0.1528852097255281,15.90748261729012,,,,,,,
BRA,2015,All genders,45-55,8764848.0,-0.04098622,0.5042298200000001,-1.17374599,12.433039,-0.286390480924263,16.11691382517704,,,,,,,
BRA,2016,All genders,45-55,8506009.0,-0.02110556,0.5025383,-1.14348057,12.746564,-0.2246190759560697,18.2312120096518,,,,,,,
BRA,2017,All genders,45-55,8621308.0,0.00201402,0.49007469,-0.8870486400000001,13.060913,-0.1193254756229191,19.22219702043287,,,,,,,
BRA,2018,All genders,45-55,,,,,,,,,,,,,,
BRA,1985,Female,45-55,602842.0,0.05566523,0.4632567099999999,-0.7985004399999999,17.344097,0.1975910105474052,7.310652330503451,323869.0,0.0962824,0.6903819166666666,-0.83284535,9.013721833333333,0.0537312273337521,4.230648157231335
BRA,1986,Female,45-55,651439.0,0.01866354,0.5506005,-0.20118916,15.1154619,0.0767411637788633,7.274486689921058,340085.0,0.0064510166666667,0.6973507166666667,-0.5540844333333333,7.157346666666666,-0.0535017120984653,4.48428438327144
BRA,1987,Female,45-55,694036.0,-0.04581585,0.67389911,-1.4578738,16.9876335,-0.0875672435400036,8.392024537154752,357806.0,-0.06563885,0.8108153166666666,-1.473145166666667,10.36384066666667,-0.1937792549633605,4.991599338068743
